,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Name,Function,Pathways
b3091,2240.17517571703,-2.9440088635566,0.5220426219854369,-3.7238508537159802,0.000196206865884518,0.00531879693195058,uxaA,D-altronate dehydratase,"eco00040  Pentose and glucuronate interconversions, eco01100  Metabolic pathways"
b2720,75.49316297768951,-2.94875492488572,0.5901150043403771,-3.3023307500272994,0.00095884933810371,0.0207566738011084,hycF,formate hydrogenlyase subunit HycF,
b1673,412.116693611379,-2.9672943269527994,0.394099391348201,-4.9918735479970096,5.9796400513168e-07,2.77183108149099e-05,ydhV,putative oxidoreductase,
b4079,719.894266325679,-2.96909495787919,0.41021237231975505,-4.8001842234644005,1.58519742059563e-06,6.912839186336579e-05,fdhF,formate dehydrogenase H,
b2843,1490.66477590194,-2.9876728270913198,0.662772148743821,-2.9990288983305002,0.00270841616308315,0.0485096680637929,kduI,5-dehydro-4-deoxy-D-glucuronate isomerase,"eco00040  Pentose and glucuronate interconversions, eco01100  Metabolic pathways"
b0895,330.138405346582,-3.02301083759476,0.507414749421418,-3.9868979762640095,6.69427943021015e-05,0.00205541702096963,dmsB,dimethyl sulfoxide reductase subunit B,"eco00920  Sulfur metabolism, eco01100  Metabolic pathways"
b1906,179.593575033345,-3.07065200208601,0.62141272284076,-3.3321686633967205,0.000861720140019407,0.0193418376283135,yecH,DUF2492 domain-containing protein YecH,
b4189,1313.66186794821,-3.1294499666705202,0.35548248031783203,-5.990309184201171,2.09442480484204e-09,1.8535659522852e-07,bsmA,DUF1471 domain-containing putative lipoprotein BsmA,
b4021,378.031214439321,-3.1725107294509196,0.521258222349656,-4.167820547094649,3.07525883023276e-05,0.0010397139123787,pepE,peptidase E,
b0621,320.84535829199297,-3.17308792042585,0.5977414110291359,-3.63549836154807,0.000277443757336903,0.007323054963392479,dcuC,anaerobic C4-dicarboxylate transporter DcuC,
b2801,334.130713885094,-3.22866837416145,0.7123465200361779,-3.1286295524378502,0.0017562357081559099,0.033875084909238,fucP,L-fucose:H(+) symporter,
b2874,939.343490274121,-3.26436177835912,0.609405067451944,-3.71569240115923,0.00020264799310987399,0.00544435545774653,yqeA,putative amino acid kinase YqeA,"eco00220  Arginine biosynthesis, eco00230  Purine metabolism, eco00910  Nitrogen metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments, eco01200  Carbon metabolism"
b3093,1246.8082971009,-3.30360144290197,0.5347143105472429,-4.3080976092530605,1.6466471885687804e-05,0.0005898525464766009,exuT,hexuronate transporter,
b3366,76.91571127293899,-3.34654720890845,0.6530478254937,-3.5932241365852002,0.000326611408713181,0.00825860276317616,nirD,nitrite reductase subunit NirD,"eco00910  Nitrogen metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b2997,1081.6024555279,-3.4004658761614,0.48731279195624105,-4.925924202656581,8.39625429050499e-07,3.79613277577521e-05,hybO,hydrogenase 2 small subunit,"eco00633  Nitrotoluene degradation, eco01120  Microbial metabolism in diverse environments"
b3050,347.210108775389,-3.41304399471916,0.5999437281995589,-4.02211721082699,5.7677341752844106e-05,0.0018262077680235198,yqiJ,putative inner membrane protein,
b3092,8123.60368535478,-3.43243086126867,0.617356140403774,-3.9400772132561404,8.14553875308837e-05,0.00244160315818906,uxaC,D-glucoronate/D-galacturonate isomerase,"eco00040  Pentose and glucuronate interconversions, eco01100  Metabolic pathways"
b2204,1056.96719938852,-3.4461674720532596,0.7015988112834941,-3.4865615971872597,0.0004892726947802769,0.0117777723087508,napH,ferredoxin-type protein NapH,
b0076,285.69579761755796,-3.4464029374122407,0.36138523098298403,-6.76951554095863,1.29214334034853e-11,1.70355286822108e-09,leuO,DNA-binding transcriptional dual regulator LeuO,
b4139,22654.4952745413,-3.4553210592310095,0.534563233100227,-4.5931349318419095,4.366365369625799e-06,0.000166308777179798,aspA,aspartate ammonia-lyase,"eco00250  Alanine, aspartate and glutamate metabolism, eco01100  Metabolic pathways"
b2239,5996.2438998814405,-3.47790623315732,0.748304274822524,-3.3113618571068706,0.000928430672748418,0.020271465180155,glpQ,glycerophosphoryl diester phosphodiesterase,eco00564  Glycerophospholipid metabolism
b2205,370.21001469250604,-3.4803675891387997,0.70792250269147,-3.5037275686372698,0.000458794459770466,0.0112236791012141,napG,ferredoxin-type protein NapG,
b3518,965.8848651081911,-3.4837231795717205,0.487208328481877,-5.09786683513992,3.43502313228718e-07,1.72266410084202e-05,ccp,cytochrome c peroxidase,
b3516,8401.79740192467,-3.49366862311468,0.715913717732956,-3.48319715259996,0.000495463343902309,0.0118321365222385,gadX,DNA-binding transcriptional dual regulator GadX,
b4460,895.921125270929,-3.5214832316369,0.772668385695927,-3.26334463570145,0.00110105535919781,0.0228487970746635,araH,arabinose ABC transporter membrane subunit,eco02010  ABC transporters
b3049,5137.017712989679,-3.5444822221199797,0.77253138276452,-3.29369431312226,0.000988799699617306,0.020952804902454,glgS,surface composition regulator,
b2439,101.829174340254,-3.5520405237515096,0.601848455889019,-4.24033741181868,2.2318404633356798e-05,0.00079007152402083,eutL,"putative structural protein, ethanolamine utilization microcompartment",
b2111,65.1281155357121,-3.5746803640078904,0.7140286335529359,-3.6058503021041806,0.000311132466410545,0.0079338778934689,yehD,putative fimbrial protein YehD,
b2441,589.220896701299,-3.5803492722821098,0.516936822427318,-4.99161437207332,5.98767099690642e-07,2.77183108149099e-05,eutB,ethanolamine ammonia-lyase subunit alpha,"eco00564  Glycerophospholipid metabolism, eco01100  Metabolic pathways"
b2722,70.5380861713508,-3.59245918597609,0.6449329998742779,-4.01973412196532,5.82638570057354e-05,0.0018262077680235198,hycD,formate hydrogenlyase subunit HycD,
b1769,334.12882392862997,-3.5925505053307796,0.7830160411073029,-3.3109800683834303,0.000929698303377,0.020271465180155,ydjE,putative transporter YdjE,
b2876,398.882658392125,-3.5986594669783902,0.687896986135911,-3.77768694928541,0.000158291674912677,0.00453618714106901,yqeC,uncharacterized protein YqeC,
b4380,1014.5803431322099,-3.65049539979368,0.5549980869262521,-4.77568384870104,1.7909757931576697e-06,7.69863737373063e-05,yjjI,DUF3029 domain-containing protein YjjI,
b4330,219.493049390331,-3.6726501201839197,0.851696350150985,-3.13803167021923,0.00170086498426189,0.0330187273396389,yjiH,Gate family protein YjiH,
b2882,345.66220065241095,-3.68957251928212,0.6828734074931889,-3.9386107143276696,8.19547753330327e-05,0.00244160315818906,xanQ,xanthine:H(+) symporter XanQ,
b3496,1333.13064989334,-3.7048770187384097,0.83988617980008,-3.22052807129445,0.0012795466086585302,0.0261915356833572,dtpB,dipeptide/tripeptide:H(+) symporter DtpB,
b2451,104.787126573559,-3.7347520998582,0.7134072566208821,-3.83336737113048,0.00012640096466126,0.0036571202179397203,eutA,reactivating factor for ethanolamine ammonia-lyase EutBC,"eco00564  Glycerophospholipid metabolism, eco01100  Metabolic pathways"
b2440,263.629203118995,-3.75011094229887,0.494084492928937,-5.5660741870205,2.60542355509896e-08,1.8231905761146e-06,eutC,ethanolamine ammonia-lyase subunit beta,"eco00564  Glycerophospholipid metabolism, eco01100  Metabolic pathways"
b0516,1074.1708484391,-3.7612737231537903,0.4420832641778039,-6.24604898420951,4.20965204819417e-10,4.22228100433875e-08,allC,allantoate amidohydrolase,"eco00230  Purine metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b0515,1026.97139531433,-3.7684569385257,0.426858485267913,-6.4856551622444805,8.83470246197134e-11,9.494149895739921e-09,allE,(S)-ureidoglycine aminohydrolase,"eco00230  Purine metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b2452,112.26369665589199,-3.8165249971985697,0.684048533418401,-4.11743445033575,3.83113446791361e-05,0.00126680039713759,eutH,putative inner membrane protein,
b4358,57.690470861029,-3.8216999594022,0.8487774640053759,-3.3244284621867997,0.0008859996092210779,0.0196027413540164,lgoD,L-galactonate oxidoreductase,"eco00053  Ascorbate and aldarate metabolism, eco01100  Metabolic pathways"
b0375,37.8219574599419,-3.83347166530231,0.8412152645734741,-3.3683074768489702,0.00075631197682042,0.0173720819713942,iprA,putative DNA-binding transcriptional regulator IprA,
b2242,211.075824827821,-3.85623578841411,0.6016932716896201,-4.7469963896945195,2.06459635698143e-06,8.74981751853118e-05,glpB,anaerobic glycerol-3-phosphate dehydrogenase subunit B,"eco00564  Glycerophospholipid metabolism, eco01110  Biosynthesis of secondary metabolites"
b2866,1600.17786955426,-3.87220803244236,0.7324274951187579,-3.92149127604316,8.80026351672045e-05,0.00259607773743253,xdhA,putative xanthine dehydrogenase molybdenum-binding subunit XdhA,"eco00230  Purine metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b2881,1944.9754639649302,-3.93517528431089,0.6212357814988879,-4.7247363589216205,2.3041408421421e-06,9.62938860278555e-05,xdhD,fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit,eco00450  Selenocompound metabolism
b4198,1393.11143850224,-3.93803088647746,0.388413985040147,-7.56417379300537,3.9033757403275e-14,7.83017173509696e-12,ulaF,L-ribulose-5-phosphate 4-epimerase UlaF,"eco00040  Pentose and glucuronate interconversions, eco00053  Ascorbate and aldarate metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b0061,650.179459077348,-3.98635245851762,0.967334152202391,-3.0871984119638505,0.00202052683238619,0.0379944995012198,araD,L-ribulose-5-phosphate 4-epimerase AraD,"eco00040  Pentose and glucuronate interconversions, eco00053  Ascorbate and aldarate metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b0521,204.979960997341,-4.085112701600759,0.5307300730882241,-5.81296003003755,6.137772056182951e-09,4.86014634659329e-07,ybcF,putative carbamate kinase,"eco00220  Arginine biosynthesis, eco00230  Purine metabolism, eco00910  Nitrogen metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments, eco01200  Carbon metabolism"
b1900,1894.5344822488698,-4.098688240990129,0.7755461467217719,-3.99549176291864,6.45601019610709e-05,0.0020026942969161104,araG,arabinose ABC transporter ATP binding subunit,eco02010  ABC transporters
b0505,182.84178162460898,-4.15323893709316,0.604740255167198,-5.2142038009713,1.8460842079079498e-07,9.91940603856253e-06,allA,ureidoglycolate lyase,"eco00230  Purine metabolism, eco01100  Metabolic pathways"
b1541,2040.3711137799398,-4.15626513221522,0.6767907112964711,-4.663576316183519,3.10760863767488e-06,0.000126362086361672,ydfZ,putative selenoprotein YdfZ,
b4123,685.4315883219281,-4.1678948754042,0.626699766431004,-5.0548844041303305,4.3065152834882796e-07,2.09004911097036e-05,dcuB,anaerobic C4-dicarboxylate transporter DcuB,eco02020  Two-component system
b4192,3155.57164918661,-4.18267356043617,0.7539207120415992,-4.22149638496808,2.42685847931864e-05,0.0008298201323033849,ulaG,L-ascorbate-6-phosphate lactonase,"eco00053  Ascorbate and aldarate metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b3666,1498.0591306909198,-4.20461955080329,0.59008178930275,-5.43080571015405,5.61001859799e-08,3.5167804086149802e-06,uhpT,hexose-6-phosphate:phosphate antiporter,eco02020  Two-component system
b4073,158.143093443343,-4.25365628059303,0.609725191144329,-5.3362667769829,9.48797745758344e-08,5.49025464805165e-06,nrfD,putative menaquinol-cytochrome c reductase subunit NrfD,
b0612,663.046644374083,-4.28465106612882,0.726427124023226,-4.52165256156349,6.13587128265252e-06,0.00022793625542594302,citT,citrate:succinate antiporter,eco02020  Two-component system
b4116,879.795420603806,-4.29692931761806,0.877980358581744,-3.7551287855047204,0.000173252369492255,0.0048111994834224,adiY,DNA-binding transcriptional activator AdiY,
b2873,403.746725791269,-4.29958751953193,0.641356225602991,-5.14470334552334,2.67943881053616e-07,1.39007437601781e-05,hyuA,phenylhydantoinase,"eco00240  Pyrimidine metabolism, eco00410  beta-Alanine metabolism, eco00770  Pantothenate and CoA biosynthesis, eco01100  Metabolic pathways"
b0692,540.810044361733,-4.33099338626986,0.577910549548015,-5.76385634225752,8.221340140789241e-09,6.343080124008929e-07,potE,putrescine:H(+) symporter/putrescine:ornithine antiporter PotE,
b0836,13218.515701511598,-4.37521659703091,0.9053293419816129,-3.7281643712586803,0.000192879565577772,0.00527613284385014,bssR,regulator of biofilm formation,
b0972,108.27769840340599,-4.38764439016261,1.08819657489278,-3.1130812835873902,0.0018514501844593603,0.0352595797787228,hyaA,hydrogenase 1 small subunit,"eco00633  Nitrotoluene degradation, eco01120  Microbial metabolism in diverse environments"
b4070,925.8201371625751,-4.40700700702267,0.66684849079071,-5.1091170694303205,3.23667766853831e-07,1.6507056109545402e-05,nrfA,cytochrome c552 nitrite reductase,"eco00910  Nitrogen metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b0040,197.408577592505,-4.50901166206777,0.4548087119436429,-7.71535718186195,1.20643886957327e-14,3.02514546545498e-12,caiT,L-carnitine:gamma-butyrobetaine antiporter,
b0616,702.041869189268,-4.572347479496821,0.6828966064404921,-5.23116888531224,1.6844153044507302e-07,9.21528300198589e-06,citE,citrate lyase beta subunit,eco02020  Two-component system
b2462,51.509404664900295,-4.69043623539406,1.1573569686663998,-3.1886758669164004,0.00142926040214505,0.0286709636670297,eutS,"putative structural protein, ethanolamine utilization microcompartment",
b2455,77.1918440986465,-4.697531003481481,0.69274181282216,-5.33753114803063,9.422072032771179e-08,5.49025464805165e-06,eutE,"putative aldehyde dehydrogenase, ethanolamine utilization protein","eco00620  Pyruvate metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b2459,75.91133811087408,-4.7228299826980304,0.8500198240151179,-4.379697834708169,1.1884398575293599e-05,0.000430845244735643,eutT,putative ethanolamine utilization cobalamin adenosyltransferase,"eco00860  Porphyrin and chlorophyll metabolism, eco01100  Metabolic pathways"
b2454,77.3301572079839,-4.74055334401339,0.641214119753333,-5.83354799712198,5.42609889478053e-09,4.53531432622073e-07,eutJ,"putative chaperonin, ethanolamine utilization protein",
b1901,2111.01217179082,-4.747747452790991,0.8847803784362571,-4.23579403898478,2.2774546055744698e-05,0.0007915594731536309,araF,arabinose ABC transporter periplasmic binding protein,eco02010  ABC transporters
b4197,893.959313872664,-4.77691280624685,0.372839371898494,-10.130134022635199,4.0609245296067594e-24,6.10966095479338e-21,ulaE,L-ribulose-5-phosphate 3-epimerase UlaE,"eco00040  Pentose and glucuronate interconversions, eco00053  Ascorbate and aldarate metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b2458,393.19600106121203,-4.8381722092857595,0.5486428687952101,-6.9957570353811,2.63830407327844e-12,4.41036497583046e-10,eutD,phosphate acetyltransferase EutD,"eco00620  Pyruvate metabolism, eco01100  Metabolic pathways"
b2241,660.467366208239,-4.90728687445583,0.8430089479477351,-4.63492930172086,3.57059490355624e-06,0.000141367369273694,glpA,anaerobic glycerol-3-phosphate dehydrogenase subunit A,"eco00564  Glycerophospholipid metabolism, eco01110  Biosynthesis of secondary metabolites"
b3116,2476.27479139652,-5.06929813520713,0.7416881112193571,-5.486535477179331,4.09893132742093e-08,2.8031100827749e-06,tdcC,threonine/serine:H(+) symporter,
b0615,885.223842534313,-5.1018631720074,0.719009880896215,-5.7048773333888105,1.1642690378123999e-08,8.544598865310991e-07,citF,citrate lyase alpha subunit,eco02020  Two-component system
b4072,49.1675549682768,-5.10818871549716,0.7793919222663629,-5.271017825731519,1.35669291283085e-07,7.55979439760745e-06,nrfC,putative menaquinol-cytochrome c reductase 4Fe-4S subunit,
b4071,106.043002980306,-5.142250976582139,0.761923400523734,-5.436571410898821,5.4315576294899807e-08,3.47735253343305e-06,nrfB,periplasmic nitrite reductase penta-heme c-type cytochrome,
b4196,476.329902369467,-5.1698407102622905,0.507861224576078,-8.2105908237884,2.20102743754566e-16,7.35876839952766e-14,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,"eco00040  Pentose and glucuronate interconversions, eco00053  Ascorbate and aldarate metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b2888,99.5162955571454,-5.2126085321694005,1.07949644856363,-3.9023829469515,9.52503038325152e-05,0.00278260353623338,uacT,urate:H(+) symporter,
b2957,3784.10169742109,-5.25946893065257,0.649585111418387,-6.5572145293661395,5.48221204585025e-11,6.59839041838537e-09,ansB,L-asparaginase 2,"eco00250  Alanine, aspartate and glutamate metabolism, eco00460  Cyanoamino acid metabolism, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites"
b2461,173.250113852877,-5.30700012994725,0.77374745315037,-5.566415905359019,2.60032182801012e-08,1.8231905761146e-06,eutP,putative ethanolamine utilization protein EutP with nucleoside triphosphate hydrolase domain,
b0520,94.04315802935041,-5.32667718080332,0.7956043725091909,-5.438227001138481,5.38133854234721e-08,3.47735253343305e-06,ylbF,DUF2877 domain-containing protein YlbF,
