,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Name,Function,Pathways
b3319,86350.1295552004,3.31098619784105,0.482700966660221,4.78761460502271,1.68775360383146e-06,2.7600274967004603e-05,rplD,50S ribosomal subunit protein L4,eco03010  Ribosome
b3315,55403.469989133395,3.30349918682813,0.5649016130521,4.07769978630895,4.5483442455248605e-05,0.000492301001251234,rplV,50S ribosomal subunit protein L22,eco03010  Ribosome
b2140,945.754864009303,3.29297485283222,0.40309050453814593,5.68848639949847,1.28170317865057e-08,3.9692533146982297e-07,dusC,tRNA-dihydrouridine(16) synthase,
b2845,1203.33830593864,3.2891223944569097,0.474993849550699,4.8192674423515305,1.44086298356949e-06,2.4086426208670102e-05,yqeG,putative transporter YqeG,
b3262,368.38044120996,3.27586975250786,0.260234268973752,8.745465235931,2.22098603771304e-18,6.0754063522532e-16,yhdJ,DNA adenine methyltransferase,
b3303,57732.2790269854,3.2748971238229196,0.404232856118251,5.627689806484799,1.82639144617133e-08,5.441199862900539e-07,rpsE,30S ribosomal subunit protein S5,eco03010  Ribosome
b3076,945.983509708529,3.2713331433673503,0.5283748514004379,4.298715461849221,1.71790846930286e-05,0.00021903332983611498,ebgA,evolved beta-D-galactosidase subunit alpha,"eco00052  Galactose metabolism, eco00511  Other glycan degradation, eco01100  Metabolic pathways"
b3183,6008.97116849322,3.2552337814509795,0.545619663178508,4.13334403733382,3.57522935497761e-05,0.000409044301487742,obgE,GTPase ObgE,
b3775,624.037048671505,3.24409989969675,0.481466654316849,4.660966402503809,3.14728101358503e-06,4.9068230932007e-05,ppiC,peptidyl-prolyl cis-trans isomerase C,
b0023,20345.5955398523,3.2353211400097,0.385687925213449,5.7956731177742,6.8047691848468515e-09,2.35351154910393e-07,rpsT,30S ribosomal subunit protein S20,eco03010  Ribosome
b2944,184.41565421253298,3.2180025816445696,0.365449677201865,6.069242141974599,1.28515254792261e-09,5.3708666898599004e-08,yggI,conserved protein YggI,
b3636,489.493357621359,3.20686522812379,0.622920110130533,3.54277409291112,0.000395941723854926,0.0031270043230432303,rpmG,50S ribosomal subunit protein L33,eco03010  Ribosome
b1086,3756.65125101779,3.17153157958568,0.423682406190883,5.12537586610887,2.96944756891091e-07,6.1621156792089305e-06,rluC,23S rRNA pseudouridine(955/2504/2580) synthase,
b2552,9118.035907338759,3.1496702733251203,0.6984011881443749,3.0779877093805,0.0020840351017886198,0.0129030074511974,hmp,nitric oxide dioxygenase,
b1286,8065.452143539829,3.13940813303038,0.4677472015065429,4.5738555487658,4.7883002701017506e-06,7.132671045909e-05,rnb,RNase II,
b0605,115218.470024129,3.13818226608931,0.5008452311176339,4.26914769921632,1.9622130834816898e-05,0.000244991666730141,ahpC,"alkyl hydroperoxide reductase, AhpC component",
b1915,2210.64026148413,3.13281178352492,0.551764636943688,3.8654376172762697,0.00011089019053454199,0.00103623783639266,yecF,DUF2594 domain-containing protein YecF,
b3705,19304.7088988713,3.1111764294192796,0.5136627671487171,4.11004371825152,3.95584215794654e-05,0.000444237215812168,yidC,membrane protein insertase YidC,"eco02024  Quorum sensing, eco03060  Protein export, eco03070  Bacterial secretion system"
b0945,2123.48964237811,3.1016250228755293,0.615052056075333,3.41698723240772,0.000633182490319996,0.00473941819246982,pyrD,"dihydroorotate dehydrogenase, type 2","eco00240  Pyrimidine metabolism, eco01100  Metabolic pathways"
b3301,51934.8034416184,3.0972478839910003,0.435102119842024,4.8201279385916695,1.43466185722109e-06,2.4086426208670102e-05,rplO,50S ribosomal subunit protein L15,eco03010  Ribosome
b2579,11367.742843388301,3.09201495894038,0.6084347351139019,3.43835556750182,0.000585258656328282,0.0044026082422295,grcA,stress-induced alternate pyruvate formate-lyase subunit,
b1125,768.960368715569,3.08710354738853,0.42903983254367606,4.86459155788539,1.14693406023017e-06,1.9948697036026398e-05,potB,spermidine preferential ABC transporter membrane subunit PotB,eco02010  ABC transporters
b1453,651.810860431023,3.07880807047566,0.7070651492765642,2.94005166652973,0.00328157522246293,0.0191361624891298,ansP,L-asparagine transporter,
b3074,302.673261103711,3.0674816068299995,0.51694309104131,3.9994375447892003,6.349320015295931e-05,0.000658796687104325,ygjH,putative tRNA-binding protein YgjH,
b4156,490.106567315477,3.0669348969391,0.5697430889421949,3.6278367163288396,0.00028580591028268796,0.00236260984626541,yjeM,putative transporter YjeM,
b1055,3267.2561274924797,3.0652416000621003,0.45414491067081,4.54753879551699,5.42769173256041e-06,7.851886741958779e-05,yceA,UPF0176 protein YceA,
b1226,1675.1161881459302,3.05225112253286,0.6996091422455419,2.93342524934097,0.00335244370174449,0.019511611409186003,narJ,nitrate reductase 1 molybdenum cofactor assembly chaperone,eco02020  Two-component system
b1126,3507.37813940175,3.04230070458992,0.349195255154794,5.848592369001679,4.95750321760379e-09,1.76205102037853e-07,potA,spermidine preferential ABC transporter ATP binding subunit,eco02010  ABC transporters
b0815,1053.7730165063401,3.02765837658846,0.465334683390036,4.357419399337799,1.31604938775892e-05,0.00017292544138718702,opgE,phosphoethanolamine transferase,
b2607,186402.269719424,3.0229432186693996,0.629394420102984,3.21411050695112,0.0013084930400700699,0.00876894333534707,trmD,tRNA m(1)G37 methyltransferase,
b0120,7905.3931467172415,3.0203001951435,0.553565671952698,3.6496124985801806,0.000262636200540406,0.00220746460174883,speD,S-adenosylmethionine decarboxylase proenzyme,"eco00270  Cysteine and methionine metabolism, eco00330  Arginine and proline metabolism, eco01100  Metabolic pathways"
b3313,146291.326041428,3.0201201469787504,0.487387495448692,4.144792728256229,3.40121216854129e-05,0.000392116759200794,rplP,50S ribosomal subunit protein L16,eco03010  Ribosome
b4537,2636.81582422207,3.01730266296473,0.499235039582408,4.04078741077977,5.327203346934579e-05,0.000566415366463822,yecJ,DUF2766 domain-containing protein YecJ,
b0032,4314.9423084772,3.00940211153188,0.694505716558381,2.8932837608442794,0.0038123670010802796,0.0219758856441581,carA,carbamoyl phosphate synthetase subunit alpha,"eco00240  Pyrimidine metabolism, eco00250  Alanine, aspartate and glutamate metabolism, eco01100  Metabolic pathways"
b3918,765.5489163761811,3.00030747088418,0.47582490081026396,4.20387303707294,2.62386152485158e-05,0.000315807973131136,cdh,CDP-diacylglycerol diphosphatase,"eco00564  Glycerophospholipid metabolism, eco01110  Biosynthesis of secondary metabolites"
b0835,7915.585542615308,3.00009454128963,0.606503506850478,3.29774604548612,0.000974642412874716,0.00693309461073291,rimO,ribosomal protein S12 methylthiotransferase RimO,
b3165,19275.211090496898,2.9874875152874796,0.49615523816359797,4.0057775518881895,6.181380218200699e-05,0.0006458254540474281,rpsO,30S ribosomal subunit protein S15,eco03010  Ribosome
b3300,149403.82087389,2.9791702598702003,0.5076354012882629,3.89880267382361,9.66695111268523e-05,0.000914712449624838,secY,Sec translocon subunit SecY,"eco02024  Quorum sensing, eco03060  Protein export, eco03070  Bacterial secretion system"
b3311,10502.77742644,2.9764964244885,0.526268025240942,3.7556840425248996,0.00017286867120501899,0.00152988774016442,rpsQ,30S ribosomal subunit protein S17,eco03010  Ribosome
b2322,383.487153185755,2.97123036642751,0.513916556263888,3.8357012289273595,0.000125206541937154,0.00113323627839634,yfcJ,putative transporter YfcJ,
b2206,3846.0005362024,2.9661156760381,0.661613567810214,2.97169793924493,0.00296157899662676,0.017507644795383,napA,periplasmic nitrate reductase subunit NapA,"eco00910  Nitrogen metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b1089,2422.32440708453,2.9591224098754703,0.393036624304009,4.9845797789066,6.209662072230159e-07,1.14631123775095e-05,rpmF,50S ribosomal subunit protein L32,eco03010  Ribosome
b3305,73805.3590040052,2.95152282782981,0.508275076923241,3.83950131815046,0.000123284467642285,0.0011275470004122698,rplF,50S ribosomal subunit protein L6,eco03010  Ribosome
b0911,168877.577418823,2.9484060785780697,0.44755799237389,4.353415896437331,1.34032529464434e-05,0.000175349513547167,rpsA,30S ribosomal subunit protein S1,eco03010  Ribosome
b0423,3133.39472981599,2.94489072469728,0.3674433519716,5.2930355502733395,1.2030252244288002e-07,2.85031724433564e-06,thiI,tRNA uridine 4-sulfurtransferase,"eco00730  Thiamine metabolism, eco01100  Metabolic pathways, eco04122  Sulfur relay system"
b1075,775.0675000670931,2.94416130153742,0.7068873083794859,2.7503129261074704,0.0059538376920495704,0.0322213985888078,flgD,"flagellar biosynthesis, initiation of hook assembly",eco02040  Flagellar assembly
b3643,2001.4627025704299,2.9396840369457595,0.505691663916788,3.83570498655665,0.000125204627462961,0.00113323627839634,rph,truncated RNase PH,
b2517,3901.4162246427504,2.9287547916310097,0.34524011552091194,5.58670532455602,2.31417903384888e-08,6.631775917001221e-07,rlmN,23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase,
b3065,4141.30982186069,2.92648725723426,0.29295822900835805,6.5759793256372205,4.83339710973548e-11,2.69327627836927e-09,rpsU,30S ribosomal subunit protein S21,eco03010  Ribosome
b3310,66280.1647717163,2.91746386099334,0.51599831681165,3.7160273561381696,0.000202379680488352,0.0017448723741818,rplN,50S ribosomal subunit protein L14,eco03010  Ribosome
b1600,219.29142218791,2.91173006492164,0.591512729860944,3.23193393550645,0.00122955479279335,0.00837043070478552,mdtJ,multidrug/spermidine efflux pump membrane subunit MdtJ,
b3965,2285.6087933018102,2.8985361285900897,0.408777149570435,4.644428218615389,3.41019587211156e-06,5.20877125846888e-05,trmA,tRNA m(5)U54 methyltransferase,
b3317,61913.894257174805,2.88200298079367,0.5674094388728579,3.3168341093024702,0.0009104365726980311,0.00652262773154375,rplB,50S ribosomal subunit protein L2,eco03010  Ribosome
b1281,2174.9338084662804,2.8797868806365,0.28293544171134605,6.64387207649396,3.05547790288902e-11,1.8027319627045198e-09,pyrF,orotidine-5'-phosphate decarboxylase,"eco00240  Pyrimidine metabolism, eco01100  Metabolic pathways"
