,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Name,Function,Pathways
b0612,663.046644374083,6.259135989651541,0.719622623410784,7.308186011057991,2.70772792990786e-13,3.01761234855287e-11,citT,citrate:succinate antiporter,eco02020  Two-component system
b1797,4109.15548849294,6.235471227507941,0.897352817272699,5.834350911629139,5.4000367149174195e-09,2.6637230287191e-07,yeaR,DUF1971 domain-containing protein YeaR,
b0823,1110.61683250107,6.21046044221742,0.7160993154699379,7.2761701200595,3.43430461659322e-13,3.5633871004582796e-11,ybiW,putative pyruvate formate lyase,"eco00620  Pyruvate metabolism, eco00640  Propanoate metabolism, eco00650  Butanoate metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b0824,585.5301180246161,6.16026087334736,0.719806900160038,7.16895166217502,7.557423258613801e-13,7.580095528389649e-11,ybiY,putative pyruvate formate-lyase activating enzyme YbiY,
b2878,802.558918607672,6.15883335592676,0.661497711551576,7.79871685999707,6.25398071776776e-15,1.04545710998684e-12,ygfK,"putative oxidoreductase, Fe-S subunit",eco00450  Selenocompound metabolism
b0518,417.12649917754095,6.06283486723135,0.653990618819297,7.74144876324327,9.829030548659658e-15,1.55660804846931e-12,fdrA,putative acyl-CoA synthetase FdrA,
b3547,1863.1441744070898,5.98141335668771,0.732493572005119,6.80062398780053,1.04166975770382e-11,8.4713089214346e-10,yhjX,putative pyruvate transporter,
b3242,918.6733481010249,5.89069745251997,0.78650132668512,6.218295235601031,5.025852524341731e-10,3.0862837236212793e-08,aaeX,DUF1656 domain-containing protein AaeX,
b0996,1990.35665849998,5.87684336494369,0.886938393604162,5.4985142148669,3.8300466987156895e-08,1.51639612058362e-06,torC,cytochrome c menaquinol dehydrogenase TorC,"eco00680  Methane metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments, eco02020  Two-component system"
b0511,1148.14349488867,5.769548724363769,0.632514490064845,7.54061574759308,4.6775751210997704e-14,6.11948849538661e-12,ybbW,putative allantoin transporter,
b4506,20.107754515011802,5.70766429273788,0.755662814931093,6.2298477571205595,4.66888665985483e-10,2.98908084244749e-08,ykgO,putative ribosomal protein,eco03010  Ribosome
b4671,1608.38906773785,5.66368805488623,1.06435739249978,4.38169367521653,1.17760298164667e-05,0.000281222807283717,ykgR,putative membrane protein YkgR,
b1532,484.24484894138703,5.47172937389907,1.11124917406528,4.0240564207037,5.7204203123354294e-05,0.00113991686886207,marB,multiple antibiotic resistance protein,
b2879,213.673958291077,5.46757204180087,0.635429242751677,7.0307938968222405,2.05361665001703e-12,1.81745073526507e-10,ssnA,putative aminohydrolase,
b1475,2148.67759315636,5.414383183570781,0.54154811326354,8.151414575093451,3.59691720992714e-16,7.73080277476482e-14,fdnH,formate dehydrogenase N subunit beta,eco02020  Two-component system
b3241,2323.8606222241197,5.36660863934818,0.720445464150191,6.06098428907295,1.3529104857778e-09,7.401650275827991e-08,aaeA,aromatic carboxylic acid efflux pump membrane fusion protein,
b0040,197.408577592505,5.35700902062271,0.391435972230305,11.1308344907535,8.880025106809069e-29,1.33599977731943e-25,caiT,L-carnitine:gamma-butyrobetaine antiporter,
b3110,5571.31665906579,5.34050993619258,0.42834858492243,10.133125423954901,3.93855195260506e-24,2.37022056507772e-21,cyuP,putative D/L-serine transporter,
b4060,180.16895257688,5.30255082619917,0.720597928926367,5.97080653924392,2.3608355652343203e-09,1.2247852096189803e-07,yjcB,uncharacterized protein YjcB,
b0990,1507.74909911275,5.229999831716429,0.840441023273775,5.03307158334476,4.826827840104201e-07,1.49731185266737e-05,cspG,cold shock protein CspG,
b0062,2873.79763226018,5.151678021127481,0.9045933186490691,4.589551940675009,4.44198460180257e-06,0.000118282581122336,araA,L-arabinose isomerase,"eco00040  Pentose and glucuronate interconversions, eco01100  Metabolic pathways"
b0517,400.70391578538903,5.09698127759444,0.743373452734427,5.51133654628651,3.5611904889920095e-08,1.44805705153743e-06,allD,ureidoglycolate dehydrogenase,"eco00230  Purine metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b2888,99.5162955571454,5.068738256536821,0.9821036849078759,4.14288055228962,3.42970599272685e-05,0.000747825024066312,uacT,urate:H(+) symporter,
b4572,403.42862638866205,4.99435156597824,0.519918558758004,7.682648558497441,1.5583266579085e-14,2.23285948268889e-12,ylbE,DUF1116 domain-containing protein YlbE,
b1617,38374.5501976928,4.991448301113611,0.7555789933387901,5.282635351567941,1.27338690738063e-07,4.50778965212743e-06,uidA,beta-glucuronidase,"eco00040  Pentose and glucuronate interconversions, eco00860  Porphyrin and chlorophyll metabolism, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites"
b0520,94.04315802935041,4.94535043492687,0.6369071530817889,6.194545650549831,5.84533980411134e-10,3.35966258669825e-08,ylbF,DUF2877 domain-containing protein YlbF,
b3240,2136.24393075166,4.94163389855877,0.657862195374663,5.99157988750813,2.07812196773853e-09,1.09702964928513e-07,aaeB,aromatic carboxylic acid efflux pump subunit AaeB,
b0512,2615.9073300265,4.85732035068233,0.6902301391878921,5.58845540303522,2.2909819466450297e-08,1.01375951139042e-06,allB,allantoinase,"eco00230  Purine metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b3137,1405.70561299009,4.8513744312511,0.8010265298974009,4.80804853210592,1.52410769794293e-06,4.40965390683681e-05,kbaY,"tagatose-1,6-bisphosphate aldolase 1 subunit KbaY","eco00052  Galactose metabolism, eco01100  Metabolic pathways"
b4193,1093.2818811431,4.83094227614364,0.580758900053372,6.59644178641357,4.2114275381683795e-11,3.09077694203626e-09,ulaA,L-ascorbate specific PTS enzyme IIC component,"eco00053  Ascorbate and aldarate metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments, eco02060  Phosphotransferase system (PTS)"
b0873,522.042005668995,4.754396189443599,0.5444943748694729,6.8951973844424295,5.3790062839384596e-12,4.4959527523252303e-10,hcp,protein S-nitrosylase,"eco00910  Nitrogen metabolism, eco01100  Metabolic pathways"
b2704,2233.4846706546105,4.67476387255625,1.02023608321797,3.60187600987953,0.000315929048827291,0.00522324454901824,srlB,sorbitol-specific PTS enzyme IIA component,"eco00051  Fructose and mannose metabolism, eco01100  Metabolic pathways, eco02060  Phosphotransferase system (PTS)"
b2454,77.3301572079839,4.65947915239972,0.47409582424002294,7.718859701550571,1.17375011411699e-14,1.76590704668901e-12,eutJ,"putative chaperonin, ethanolamine utilization protein",
b2702,6908.48767981151,4.65108762314397,1.1804529810651498,3.092954723067,0.00198174367873049,0.0261538014442985,srlA,sorbitol-specific PTS enzyme IIC2 component,"eco00051  Fructose and mannose metabolism, eco01100  Metabolic pathways, eco02060  Phosphotransferase system (PTS)"
b0692,540.810044361733,4.638135068037901,0.559449661650569,6.5030606280181695,7.870205748004741e-11,5.6384402608919705e-09,potE,putrescine:H(+) symporter/putrescine:ornithine antiporter PotE,
b3101,1232.26831411946,4.62445148625813,1.05941078351393,3.42119557650366,0.000623464799281405,0.00942716372380778,yqjF,DoxX family protein,
b2873,403.746725791269,4.62004436402537,0.6197074625302321,5.8415374719628606,5.1721241334162296e-09,2.5938202529082397e-07,hyuA,phenylhydantoinase,"eco00240  Pyrimidine metabolism, eco00410  beta-Alanine metabolism, eco00770  Pantothenate and CoA biosynthesis, eco01100  Metabolic pathways"
b0509,649.142154383052,4.61844480822599,0.9258459161488101,3.90825810765299,9.29639607686277e-05,0.00173744445933417,glxR,tartronate semialdehyde reductase 2,"eco00630  Glyoxylate and dicarboxylate metabolism, eco01100  Metabolic pathways"
b3829,10120.2348613083,4.61675809755016,0.8218423235427541,4.40079318616646,1.07855887395416e-05,0.000259630692138245,metE,cobalamin-independent homocysteine transmethylase,"eco00270  Cysteine and methionine metabolism, eco00450  Selenocompound metabolism, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites, eco01230  Biosynthesis of amino acids"
b2703,5113.8082317754,4.530857557750711,1.10707632985228,3.18935331064467,0.0014259148615600801,0.0197722480112178,srlE,sorbitol-specific PTS enzyme IIBC1 component,"eco00051  Fructose and mannose metabolism, eco01100  Metabolic pathways, eco02060  Phosphotransferase system (PTS)"
b1769,334.12882392862997,4.51453058901913,0.7709802107079341,4.55852243703116,5.15147618948534e-06,0.00013597185836983702,ydjE,putative transporter YdjE,
b2374,276.946310793329,4.48578619541265,0.615053588246018,5.66745119779443,1.4493731728805601e-08,6.709482887996329e-07,frc,formyl-CoA transferase,
b0872,95.21968076371171,4.42353058491262,0.861752247630337,3.97275503989309,7.10461019027444e-05,0.0013703700040087,hcr,NADH oxidoreductase,
b0597,2085.18204787837,4.4024242322284195,0.462632925626563,7.35447920750642,1.91672937698793e-13,2.21824565206026e-11,entH,proofreading thioesterase in enterobactin biosynthesis,
b1476,3981.4167126872603,4.40042616818781,0.387828340335827,8.76786406388797,1.82087481971271e-18,6.087791480572831e-16,fdnI,formate dehydrogenase N subunit gamma,eco02020  Two-component system
b4072,49.1675549682768,4.400225469294821,0.46717100777039505,7.27833151616713,3.3797397834185804e-13,3.5633871004582796e-11,nrfC,putative menaquinol-cytochrome c reductase 4Fe-4S subunit,
b1227,749.4285052567959,4.37197403314846,0.7945027436854469,4.24413138903327,2.1944175632820802e-05,0.000504045988390517,narI,nitrate reductase A subunit gamma,"eco00910  Nitrogen metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments, eco02020  Two-component system"
b2669,3113.5081232601196,4.36826174075283,0.5690788626269371,5.91879607899075,3.2430676198155894e-09,1.6539644861059502e-07,stpA,DNA-binding transcriptional repressor StpA with RNA chaperone activity,
b3941,983.9114294321381,4.36643683392352,0.60284894227247,5.58421288960641,2.3476099335577797e-08,1.0237620710254101e-06,metF,"5,10-methylenetetrahydrofolate reductase","eco00670  One carbon pool by folate, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments, eco01200  Carbon metabolism"
b2801,334.130713885094,4.34397091682394,0.69799792977004,4.79080348837945,1.66114757962507e-06,4.76037434961128e-05,fucP,L-fucose:H(+) symporter,
b4002,101.232224189764,4.34283678454595,0.619911918182098,5.39243832309091,6.950796110437031e-08,2.58209203658087e-06,zraP,"zinc responsive, periplasmic protein with chaperone activity",eco02020  Two-component system
b0593,5657.76321265985,4.33239470714432,0.5752738886876829,5.792709825134231,6.9259713607491e-09,3.36133029427323e-07,entC,isochorismate synthase EntC,"eco00130  Ubiquinone and other terpenoid-quinone biosynthesis, eco01053  Biosynthesis of siderophore group nonribosomal peptides, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites, eco01130  Biosynthesis of antibiotics"
b3238,3334.9466510606603,4.3131159643707,0.645210287953458,5.13493976495566,2.82234403425942e-07,9.33234417482044e-06,yhcN,DUF1471 domain-containing stress-induced protein YhcN,
b0294,1948.2087525187399,4.29682166852467,1.1344356676558702,2.9061336508724507,0.0036592511459044397,0.0430104949141659,ecpR,DNA-binding transcriptional dual regulator MatA,
b1541,2040.3711137799398,4.282627722170431,0.6731847472575789,4.87626574360635,1.0811294000136601e-06,3.15836734431175e-05,ydfZ,putative selenoprotein YdfZ,
b2298,269.123465940957,4.2590439760351195,0.593672511528056,5.489632605098469,4.02770638923685e-08,1.57394396431346e-06,yfcC,putative transporter YfcC,
b0061,650.179459077348,4.2557643670950895,0.9492663325084509,3.42976913390753,0.000604095004852774,0.00918041348283836,araD,L-ribulose-5-phosphate 4-epimerase AraD,"eco00040  Pentose and glucuronate interconversions, eco00053  Ascorbate and aldarate metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b4106,29.4812508502071,4.219060796795491,0.835111664674453,3.85464714835513,0.0001158966601449,0.00210080150828918,phnC,phosphonate ABC transporter ATP binding subunit,eco02010  ABC transporters
b4511,2033.9499903953897,4.21273393958888,0.57865015591886,5.552117988264031,2.8222898850596e-08,1.19609440340061e-06,ybdZ,enterobactin biosynthesis protein YbdZ,
b3518,965.8848651081911,4.2085737776398,0.480402620075414,6.67892647449781,2.4069887628178396e-11,1.85708440700484e-09,ccp,cytochrome c peroxidase,
b3958,1325.36170096195,4.19578748046694,0.8083413738401791,3.95351219656708,7.70123363946871e-05,0.00145742213969568,argC,N-acetylglutamylphosphate reductase,"eco00220  Arginine biosynthesis, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites, eco01130  Biosynthesis of antibiotics, eco01210  2-Oxocarboxylic acid metabolism, eco01230  Biosynthesis of amino acids"
b2724,55.2650633255791,4.18959977357994,0.551084903475588,5.78785547102404,7.12907084030961e-09,3.4049800251574e-07,hycB,formate hydrogenlyase subunit HycB,
b1226,1675.1161881459302,4.15382773357955,0.6985488237989109,4.51482792058559,6.3368198877778e-06,0.000161588907138334,narJ,nitrate reductase 1 molybdenum cofactor assembly chaperone,eco02020  Two-component system
b4470,6841.89438282751,4.15086941826567,0.6233572810888629,5.0546765295848,4.31120832569673e-07,1.3655185107391001e-05,cyuA,putative L-cysteine desulfidase CyuA,
b2881,1944.9754639649302,4.14415486003367,0.617443933074458,5.092211116850531,3.53911705560505e-07,1.1450756150877e-05,xdhD,fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit,eco00450  Selenocompound metabolism
b0595,4621.07481173763,4.13750973740051,0.502602780612166,6.24252363582041,4.3056668874252e-10,2.81646775310053e-08,entB,enterobactin synthase component B,"eco01053  Biosynthesis of siderophore group nonribosomal peptides, eco01110  Biosynthesis of secondary metabolites, eco01130  Biosynthesis of antibiotics"
b0594,8399.237524683691,4.12645818649815,0.4717888726230589,6.6268162899129495,3.4300406960717796e-11,2.58024811362e-09,entE,"2,3-dihydroxybenzoate-AMP ligase","eco01053  Biosynthesis of siderophore group nonribosomal peptides, eco01110  Biosynthesis of secondary metabolites, eco01130  Biosynthesis of antibiotics"
b0596,3255.3817623891305,4.1246802994167595,0.674204508820401,4.634617921621071,3.5759734337845903e-06,9.78191278387075e-05,entA,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase","eco01053  Biosynthesis of siderophore group nonribosomal peptides, eco01110  Biosynthesis of secondary metabolites, eco01130  Biosynthesis of antibiotics"
b1970,2597.6123502706,4.1227250075406,1.0115485410291198,3.0870738089974505,0.00202137399415178,0.026560324665513998,yedX,hydroxyisourate hydrolase/transthyretin-related protein,"eco00230  Purine metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b3117,3462.8219526278003,4.119845390090069,0.693356930977824,4.4996238599507805,6.80738068155816e-06,0.00017069507059007098,tdcB,catabolic threonine dehydratase,"eco00260  Glycine, serine and threonine metabolism, eco00290  Valine, leucine and isoleucine biosynthesis, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites, eco01130  Biosynthesis of antibiotics, eco01200  Carbon metabolism, eco01230  Biosynthesis of amino acids"
b4194,686.240564484809,4.1137733914697,0.342336684720928,9.09564627585278,9.402558492458349e-20,4.041756929115311e-17,ulaB,L-ascorbate specific PTS enzyme IIB component,"eco00053  Ascorbate and aldarate metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments, eco02060  Phosphotransferase system (PTS)"
b0291,911.345882317175,4.11178304937352,1.0188637142618802,3.05417005809052,0.00225684110153104,0.0287747240445207,ecpC,putative fimbrial usher protein EcpC,
b2456,54.6253550327305,4.10176581137016,0.605649723153421,5.12138566698302,3.03298612759106e-07,9.9198426716538e-06,eutN,putative carboxysome structural protein,
b4330,219.493049390331,4.08285713500498,0.8305430717072559,3.71185702466687,0.000205744200873102,0.0035785219677870795,yjiH,Gate family protein YjiH,
b2376,41.0725006361375,4.07148840839823,0.49461009509967996,6.2099185577261995,5.30120684002912e-10,3.1277120356171804e-08,ypdI,colanic acid synthesis putative lipoprotein YpdI,
b3136,1674.5849372069001,4.0567210915624905,0.768315541296522,3.97847098915156,6.935987228052651e-05,0.0013552198421565198,agaS,putative galactosamine-6-phosphate deaminase/isomerase,
b2375,246.726354393523,4.0488403479314,0.5683970532634339,5.3639270830602905,8.14317875099889e-08,2.98549336474605e-06,yfdX,protein YfdX,
b4196,476.329902369467,3.98412002146963,0.46090965759135905,6.4744141770953,9.518049133970591e-11,6.660420893980811e-09,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,"eco00040  Pentose and glucuronate interconversions, eco00053  Ascorbate and aldarate metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b0344,1271.74848852989,3.9411058979463705,0.7047335791833208,4.17335853551162,3.0014205105422698e-05,0.000668983282683088,lacZ,beta-galactosidase,"eco00052  Galactose metabolism, eco00511  Other glycan degradation, eco00600  Sphingolipid metabolism, eco01100  Metabolic pathways"
b4071,106.043002980306,3.92463407958727,0.618665227679667,4.72732901209956,2.27492490207583e-06,6.457782104100171e-05,nrfB,periplasmic nitrite reductase penta-heme c-type cytochrome,
b2372,78.9428025031522,3.8736003451082004,0.700549071106157,4.1019258516335295,4.09725584124206e-05,0.000844427590842285,yfdV,putative transport protein YfdV,
b2373,237.47433318862002,3.8518878419412594,0.546581846590152,5.2176775714977595,1.81180498363075e-07,6.1951377224374294e-06,oxc,oxalyl-CoA decarboxylase,"eco00630  Glyoxylate and dicarboxylate metabolism, eco01100  Metabolic pathways"
b1685,1145.83678856188,3.8435527999905497,0.575632037290374,4.9398793252991595,7.817093365256971e-07,2.32887464713448e-05,ydiH,protein YdiH,
b0998,300.063101926759,3.8416041022141005,0.846994710757025,3.3549254394686097,0.000793863783477218,0.011709490806288999,torD,trimethylamine-N-oxide reductase-specific chaperone,"eco00680  Methane metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments, eco02020  Two-component system"
b4195,825.041884606106,3.82906787728167,0.4190893747851,6.7505120566045305,1.4732427695314302e-11,1.1665756561894999e-09,ulaC,L-ascorbate specific PTS enzyme IIA component,"eco00053  Ascorbate and aldarate metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments, eco02060  Phosphotransferase system (PTS)"
b0849,2021.32786361018,3.81632347576736,0.45336525219000606,6.21204087027612,5.23008187184247e-10,3.1277120356171804e-08,grxA,reduced glutaredoxin 1,
b2876,398.882658392125,3.7606466170115094,0.67385858700947,4.09677441265983,4.18946799329267e-05,0.000851764134582273,yqeC,uncharacterized protein YqeC,
b2453,157.41827779665599,3.7581048762972795,0.511220953990742,5.39513268141044,6.84729348878093e-08,2.58209203658087e-06,eutG,putative alcohol dehydrogenase in ethanolamine utilization,"eco00010  Glycolysis / Gluconeogenesis, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites, eco01120  Microbial metabolism in diverse environments, eco01130  Biosynthesis of antibiotics"
b2169,1821.9877088544397,3.74227197689051,0.774224636067558,3.5419590763981,0.000397167086493098,0.00645986899058234,fruB,fructose-specific PTS multiphosphoryl transfer protein FruB,"eco00051  Fructose and mannose metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments, eco02060  Phosphotransferase system (PTS)"
b2455,77.1918440986465,3.7265684681361497,0.5307192053389,5.13749726919163,2.78421512517624e-07,9.30855923517256e-06,eutE,"putative aldehyde dehydrogenase, ethanolamine utilization protein","eco00620  Pyruvate metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b4476,2364.27317336733,3.68375792307681,0.49748995243739597,5.394597237447781,6.86774274931907e-08,2.58209203658087e-06,gntU,low-affinity gluconate transporter,
b4198,1393.11143850224,3.6519629158214197,0.37958207661629,6.98653355675228,2.81761036051458e-12,2.42233987851096e-10,ulaF,L-ribulose-5-phosphate 4-epimerase UlaF,"eco00040  Pentose and glucuronate interconversions, eco00053  Ascorbate and aldarate metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b2460,153.431968166768,3.6391270157354905,0.6376874361863599,4.1385902653478395,3.49446386346787e-05,0.000756463436343512,eutQ,putative ethanolamine utilization protein EutQ,
b3116,2476.27479139652,3.6053997362363304,0.735964395363404,3.5401165499994502,0.000399950363001725,0.006470164743398871,tdcC,threonine/serine:H(+) symporter,
b0587,598.698204591529,3.5967302000504704,0.608163111121369,4.26979235103961,1.95655037478455e-05,0.00045286615982513204,fepE,polysaccharide co-polymerase family protein FepE,
b4197,893.959313872664,3.58081317048918,0.34605481898276796,7.4578160132996,8.7968389220894e-14,1.05878753266268e-11,ulaE,L-ribulose-5-phosphate 3-epimerase UlaE,"eco00040  Pentose and glucuronate interconversions, eco00053  Ascorbate and aldarate metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b0041,223.94242778360803,3.5781282031461,0.298252607401973,8.64410952046231,5.422652369822739e-18,1.6316760980796598e-15,fixA,putative electron transfer flavoprotein FixA,
b4073,158.143093443343,3.5702476142064796,0.546241243721334,4.70533421587935,2.53450396105612e-06,7.12740412973632e-05,nrfD,putative menaquinol-cytochrome c reductase subunit NrfD,
b2818,2297.28092071731,3.54412155813061,0.7885532811781221,3.22631535351627,0.0012539511215137,0.0177978251162016,argA,N-acetylglutamate synthase,"eco00220  Arginine biosynthesis, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites, eco01130  Biosynthesis of antibiotics, eco01210  2-Oxocarboxylic acid metabolism, eco01230  Biosynthesis of amino acids"
b4322,12795.9336218754,3.5311775247207997,0.555768147981845,4.55437673769581,5.254112156572709e-06,0.000136289857578684,uxuA,D-mannonate dehydratase,"eco00040  Pentose and glucuronate interconversions, eco01100  Metabolic pathways"
b0521,204.979960997341,3.5283040483158796,0.479645912267265,5.27118856567482,1.3554312554963602e-07,4.74243331138205e-06,ybcF,putative carbamate kinase,"eco00220  Arginine biosynthesis, eco00230  Purine metabolism, eco00910  Nitrogen metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments, eco01200  Carbon metabolism"
b1521,2854.8681006516304,3.50847321576789,0.6772588939676899,3.70386160759309,0.000212342131377729,0.00365107127608906,uxaB,tagaturonate reductase,"eco00040  Pentose and glucuronate interconversions, eco01100  Metabolic pathways"
b4684,22.1130003863701,3.48903633005199,0.7226878671015409,3.44413742551771,0.000572884434911537,0.00893165422097831,yqfG,uncharacterized protein YqfG,
b4079,719.894266325679,3.4848045776230605,0.40185570422193295,6.1833253864943805,6.27651532681143e-10,3.4974138182177004e-08,fdhF,formate dehydrogenase H,
b0296,577.994083005232,3.4837759191259505,0.635921145749182,3.90579230731477,9.39171526889688e-05,0.0017444241508710301,ykgM,putative ribosomal protein,eco03010  Ribosome
b2223,168.749561489107,3.4368884950742697,0.7529784037979791,3.23633252000687,0.00121076252552997,0.0172662769636003,atoE,short chain fatty acid transporter,eco02020  Two-component system
b0516,1074.1708484391,3.42593378301554,0.432555259060966,5.60837888847312,2.04230538245326e-08,9.311055902730091e-07,allC,allantoate amidohydrolase,"eco00230  Purine metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b2461,173.250113852877,3.4207134563755397,0.670588088324045,3.6098366471517003,0.000306389895395323,0.005093520415715621,eutP,putative ethanolamine utilization protein EutP with nucleoside triphosphate hydrolase domain,
b2168,2746.94475865633,3.4086869941718705,0.7865514692378409,3.06233868777316,0.0021961480988671603,0.0283860101433093,fruK,1-phosphofructokinase,"eco00051  Fructose and mannose metabolism, eco01100  Metabolic pathways"
b0585,6330.87407902958,3.38408100067636,0.510753599643906,4.667771313483691,3.0448453032081602e-06,8.48327733088275e-05,fes,enterochelin esterase,
b2242,211.075824827821,3.3837183100434705,0.565141005325893,4.21791780737779,2.46568659019345e-05,0.0005578384172851191,glpB,anaerobic glycerol-3-phosphate dehydrogenase subunit B,"eco00564  Glycerophospholipid metabolism, eco01110  Biosynthesis of secondary metabolites"
b2378,2795.2072594588103,3.35469643175403,0.7141517730889599,3.2971932864762503,0.000976562705903793,0.014264452340119,lpxP,palmitoleoyl acyltransferase,eco00540  Lipopolysaccharide biosynthesis
b0515,1026.97139531433,3.32868308963373,0.416180657090401,5.5953659785969005,2.2015685999439197e-08,9.887343160046641e-07,allE,(S)-ureidoglycine aminohydrolase,"eco00230  Purine metabolism, eco01100  Metabolic pathways, eco01120  Microbial metabolism in diverse environments"
b0042,212.142164997985,3.29081177133712,0.39684759706622497,5.77252272225511,7.80934094135608e-09,3.6716104519594397e-07,fixB,putative electron transfer flavoprotein FixB,
b2457,81.7169507863705,3.27380942684268,0.5987100754432509,3.79784727216972,0.000145958206680232,0.00261421573750487,eutM,"putative structural protein, ethanolamine utilization microcompartment",
b3138,297.90069968747,3.27083645294344,0.649853462507404,3.49438232456531,0.00047516002814058,0.007605087897207471,agaB,galactosamine-specific PTS enzyme IIB component,"eco00052  Galactose metabolism, eco01100  Metabolic pathways, eco02060  Phosphotransferase system (PTS)"
b0505,182.84178162460898,3.2522897157211204,0.549722583996508,4.09713877743002,4.1828815879275605e-05,0.000851764134582273,allA,ureidoglycolate lyase,"eco00230  Purine metabolism, eco01100  Metabolic pathways"
