"","GO.ID","Annotated","Significant","Expected","elimFisher","Term","genesInTerm","DEGenesInTerm"
"13","GO:0030151",7,3,0.49,"0.00964","molybdenum ion binding","bisC,fdhF,fdnG,fdoG,napA,torA,torZ","fdhF,fdnG,napA"
"14","GO:0008804",3,2,0.21,"0.01403","carbamate kinase activity","yahI,ybcF,yqeA","yahI,ybcF"
"15","GO:0008861",3,2,0.21,"0.01403","formate C-acetyltransferase activity","grcA,pflB,tdcE","grcA,tdcE"
"16","GO:0009389",3,2,0.21,"0.01403","dimethyl sulfoxide reductase activity","dmsA,dmsB,dmsC","dmsA,dmsC"
"17","GO:0008742",3,2,0.21,"0.01403","L-ribulose-phosphate 4-epimerase activity","araD,sgbE,ulaF","araD,ulaF"
"18","GO:0008177",3,2,0.21,"0.01403","succinate dehydrogenase (ubiquinone) activity","frdC,frdD,sdhC","frdC,frdD"
"19","GO:0015295",24,5,1.69,"0.02286","solute:proton symporter activity","adeP,ampG,araE,cadB,codB,cysZ,dctA,dtpA,dtpB,dtpC,fucP,galP,glcA,kdgT,lacY,lldP,nanT,nupC,plaP,proP,satP,tdcC,yaaU,ybbW","araE,cadB,dtpB,tdcC,ybbW"
"20","GO:0016830",52,8,3.65,"0.02617","carbon-carbon lyase activity","aceA,adiA,arnA,cadA,deoC,dfp,dgoA,eda,fbaA,fbaB,folB,fsaA,fsaB,fucA,garL,gatY,gcl,hemE,kbaY,ldcC,ltaE,lysA,menB,nanA,oxc,pabC,pck,phr,ppc,prpB,psd,purC,purK,purT,pyrF,ribB,sgbH,speA,speC,speD,speF,tdcB,tnaA,trpC,trpD,trpE,ubiC,ubiD,ubiX,ulaD,yfaU,yihT","cadA,gcl,kbaY,oxc,prpB,speF,tdcB,ulaD"
"21","GO:0015174",4,2,0.28,"0.02677","basic amino acid transmembrane transporter activity","adiC,argO,cadB,lysO","adiC,cadB"
"22","GO:0003941",4,2,0.28,"0.02677","L-serine ammonia-lyase activity","sdaA,sdaB,tdcB,tdcG","tdcB,tdcG"
"23","GO:0016453",4,2,0.28,"0.02677","C-acetyltransferase activity","grcA,leuA,pflB,tdcE","grcA,tdcE"
"24","GO:0016831",25,5,1.76,"0.02700","carboxy-lyase activity","adiA,arnA,cadA,dfp,gcl,hemE,ldcC,lysA,oxc,pck,ppc,psd,purC,purK,purT,pyrF,sgbH,speA,speC,speD,speF,trpC,ubiD,ubiX,ulaD","cadA,gcl,oxc,speF,ulaD"
"25","GO:0016878",10,3,0.7,"0.02826","acid-thiol ligase activity","aas,acs,citC,fadD,fadK,menE,prpE,sucC,sucD,yahF","citC,prpE,yahF"
"26","GO:0015293",36,6,2.53,"0.03653","symporter activity","adeP,ampG,araE,cadB,codB,cysZ,dctA,dtpA,dtpB,dtpC,fucP,galP,glcA,gltS,gntU,kdgT,kgtP,lacY,lldP,mntH,mtr,nanT,nupC,panF,plaP,proP,putP,rhaT,satP,sstT,tdcC,tnaB,uraA,yaaU,ybbW,yihO","araE,cadB,dtpB,mtr,tdcC,ybbW"
"27","GO:0003954",27,5,1.9,"0.03665","NADH dehydrogenase activity","bisC,dmsA,fdhF,fdnG,fdoG,napA,narG,narZ,ndh,nuoA,nuoB,nuoC,nuoE,nuoF,nuoG,nuoH,nuoI,nuoJ,nuoK,nuoL,nuoM,nuoN,preA,preT,torA,torZ,ydeP","dmsA,fdhF,fdnG,napA,narG"
"28","GO:0016877",11,3,0.77,"0.03689","ligase activity, forming carbon-sulfur bonds","aas,acs,caiC,citC,fadD,fadK,menE,prpE,sucC,sucD,yahF","citC,prpE,yahF"
"29","GO:0016679",5,2,0.35,"0.04257","oxidoreductase activity, acting on diphenols and related substances as donors","appB,appC,cydA,cydB,cydX","appC,cydX"
"30","GO:0016635",5,2,0.35,"0.04257","oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor","frdC,frdD,hemG,pyrD,sdhC","frdC,frdD"
"31","GO:0016813",5,2,0.35,"0.04257","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines","allC,allE,astB,guaD,speB","allC,allE"
"32","GO:0051538",5,2,0.35,"0.04257","3 iron, 4 sulfur cluster binding","frdB,hyaA,ispH,narH,sdhB","frdB,narH"
"33","GO:0016774",12,3,0.84,"0.04671","phosphotransferase activity, carboxyl group as acceptor","ackA,argB,lysC,metL,pgk,proB,purT,tdcD,thrA,yahI,ybcF,yqeA","tdcD,yahI,ybcF"
"34","GO:0015101",12,3,0.84,"0.04671","organic cation transmembrane transporter activity","betT,cadB,caiT,emrE,mdtI,mdtJ,plaP,potF,potH,potI,proP,yehX","cadB,caiT,mdtI"
"35","GO:0015238",48,7,3.37,"0.04723","drug transmembrane transporter activity","acrA,acrB,acrD,acrZ,actP,aroP,brnQ,btuC,btuD,cadB,cirA,cycA,dauA,dctA,dinF,dsdX,dtpA,dtpB,emrE,fepA,focA,glcA,lldP,lysO,macB,mdfA,mdtB,mdtC,mdtK,mdtN,mdtO,mdtP,mtr,nagE,ompF,panF,rhtA,rutG,satP,sbmA,tdcC,uraA,ybbW,yddG,yeeO,ygaH,ygaZ,yjeH","acrZ,cadB,dtpB,focA,mtr,tdcC,ybbW"
"36","GO:0046906",29,5,2.04,"0.04817","tetrapyrrole binding","bfr,btuF,ccmE,ccmF,cybB,cydA,cydB,cyoB,cysI,efeB,eutC,fdnI,fdoI,hemF,hmp,hyaC,katG,metH,narI,narV,nikA,nirB,nrfA,nrfB,sdhC,sdhD,torC,torY,yfeX","eutC,narI,nirB,nrfA,nrfB"
