"","GO.ID","Annotated","Significant","Expected","elimFisher","Term","genesInTerm","DEGenesInTerm"
"14","GO:0052738",5,3,0.53,"0.00973","oxidoreductase activity, acting on the aldehyde or oxo group of donors, with a quinone or similar compound as acceptor","fdnH,fdnI,fdoH,fdoI,poxB","fdnH,fdnI,poxB"
"15","GO:0030976",5,3,0.53,"0.00973","thiamine pyrophosphate binding","dxs,ilvI,menD,oxc,poxB","ilvI,oxc,poxB"
"16","GO:0015489",5,3,0.53,"0.00973","putrescine transmembrane transporter activity","potE,potF,potG,potH,potI","potE,potF,potG"
"17","GO:0015294",19,6,2,"0.01049","solute:cation symporter activity","ampG,codB,cysZ,dtpA,dtpB,fucP,gltS,gntU,kdgT,kgtP,nupC,proP,putP,satP,sstT,tdcC,uraA,yaaU,ybbW","dtpA,gntU,kgtP,tdcC,uraA,ybbW"
"18","GO:0098809",5,5,0.53,"0.01071","nitrite reductase activity","nirB,nirD,nrfA,nrfB,nrfC","nirB,nirD,nrfA,nrfB,nrfC"
"19","GO:0015606",2,2,0.21,"0.01098","spermidine transmembrane transporter activity","mdtI,mdtJ","mdtI,mdtJ"
"20","GO:0030151",2,2,0.21,"0.01098","molybdenum ion binding","fdhF,napA","fdhF,napA"
"21","GO:0008940",2,2,0.21,"0.01098","nitrate reductase activity","napA,narI","napA,narI"
"22","GO:0008942",2,2,0.21,"0.01098","nitrite reductase [NAD(P)H] activity","nirB,nirD","nirB,nirD"
"23","GO:0015148",2,2,0.21,"0.01098","D-xylose transmembrane transporter activity","xylG,xylH","xylG,xylH"
"24","GO:0015591",2,2,0.21,"0.01098","D-ribose transmembrane transporter activity","xylG,xylH","xylG,xylH"
"25","GO:0016453",2,2,0.21,"0.01098","C-acetyltransferase activity","grcA,leuA","grcA,leuA"
"26","GO:0008735",2,2,0.21,"0.01098","carnitine dehydratase activity","caiB,caiE","caiB,caiE"
"27","GO:0015318",114,20,11.97,"0.01264","inorganic molecular entity transmembrane transporter activity","actP,adiC,alaE,ampG,ansP,aqpZ,argO,artM,artP,atpA,atpB,atpC,atpD,atpF,atpG,atpH,brnQ,chaA,clcA,clcB,codB,copA,corA,crcB,cusA,cusB,cycA,cyoA,cyoB,cyoC,cyoD,cysZ,dauA,dsdX,dtpA,dtpB,eamB,exuT,feoB,fieF,focA,fucP,gabP,gadC,glnP,glpF,gltK,gltS,gntU,kdgT,kdpA,kdpB,kdpC,kefC,kgtP,kup,leuE,livF,livG,livH,livM,lysO,lysP,mdfA,metN,mgtA,mntH,mntP,nanC,nhaB,nikB,nikC,nirC,nupC,panF,potE,proP,proV,proY,pstA,pstB,pstC,pstS,putP,rcnA,rhtB,satP,shiA,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,trkH,uhpC,uhpT,uraA,yaaU,ybaT,ybbW,yddG,ydgI,yfdC,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM,yrbG,zntA,zupT","dtpA,feoB,gabP,gltK,gntU,kgtP,livG,livH,mntP,nikB,nirC,potE,proV,tcyJ,tdcC,uhpT,uraA,ybaT,ybbW,yjeM"
"28","GO:0008514",64,13,6.72,"0.01316","organic anion transmembrane transporter activity","actP,adiC,alaE,ansP,argO,artM,artP,brnQ,cycA,dauA,dgoT,dsdX,eamB,exuT,focA,gabP,gadC,glnP,gltK,gltS,gntU,gsiB,gsiC,gsiD,kdgT,leuE,livF,livG,livH,livM,lysO,lysP,metN,nanC,panF,potE,proP,proV,proY,putP,rhtB,satP,shiA,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,uacT,ugpA,ugpC,ugpE,ybaT,yddG,ydgI,yeeO,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","gabP,gltK,gntU,livG,livH,potE,proV,tcyJ,tdcC,uacT,ugpE,ybaT,yjeM"
"29","GO:0015203",11,6,1.16,"0.01739","polyamine transmembrane transporter activity","mdtI,mdtJ,potA,potB,potC,potD,potE,potF,potG,potH,potI","mdtI,mdtJ,potB,potE,potF,potG"
"30","GO:0015101",11,6,1.16,"0.01739","organic cation transmembrane transporter activity","betT,caiT,mdtI,mdtJ,potE,potF,potG,potH,potI,proP,yehX","caiT,mdtI,mdtJ,potE,potF,potG"
"31","GO:0000062",6,3,0.63,"0.01797","fatty-acyl-CoA binding","aidB,caiA,fadE,fixB,ydiO,ydiR","aidB,caiA,fixB"
"32","GO:0003995",6,3,0.63,"0.01797","acyl-CoA dehydrogenase activity","aidB,caiA,fadE,fixB,ydiO,ydiR","aidB,caiA,fixB"
"33","GO:0052890",6,3,0.63,"0.01797","oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor","aidB,caiA,fadE,fixB,ydiO,ydiR","aidB,caiA,fixB"
"34","GO:1901567",6,3,0.63,"0.01797","fatty acid derivative binding","aidB,caiA,fadE,fixB,ydiO,ydiR","aidB,caiA,fixB"
"35","GO:0000104",6,3,0.63,"0.01797","succinate dehydrogenase activity","frdA,frdB,frdC,frdD,sdhA,sdhC","frdA,frdB,frdC"
"36","GO:0015171",46,10,4.83,"0.01802","amino acid transmembrane transporter activity","adiC,alaE,ansP,argO,artM,artP,brnQ,cycA,dauA,dsdX,eamB,gabP,gadC,glnP,gltK,gltS,leuE,livF,livG,livH,livM,lysO,lysP,metN,potE,proP,proV,proY,putP,rhtB,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,ybaT,yddG,ydgI,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","gabP,gltK,livG,livH,potE,proV,tcyJ,tdcC,ybaT,yjeM"
"37","GO:0016627",28,7,2.94,"0.02205","oxidoreductase activity, acting on the CH-CH group of donors","aidB,caiA,cysG,dapB,dusA,dusB,dusC,entA,fabI,fadE,fadH,fixB,frdA,frdB,frdC,frdD,hemF,hemG,hemN,nemA,preA,pyrD,sdhA,sdhC,tyrA,ydiO,ydiR,yhdH","aidB,caiA,dusB,fixB,frdA,frdB,frdC"
"38","GO:0046943",55,11,5.78,"0.02442","carboxylic acid transmembrane transporter activity","actP,adiC,alaE,ansP,argO,artM,artP,brnQ,cycA,dauA,dsdX,eamB,exuT,focA,gabP,gadC,glnP,gltK,gltS,gntU,kdgT,leuE,livF,livG,livH,livM,lysO,lysP,metN,nanC,panF,potE,proP,proV,proY,putP,rhtB,satP,shiA,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,ybaT,yddG,ydgI,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","gabP,gltK,gntU,livG,livH,potE,proV,tcyJ,tdcC,ybaT,yjeM"
"39","GO:0005342",55,11,5.78,"0.02442","organic acid transmembrane transporter activity","actP,adiC,alaE,ansP,argO,artM,artP,brnQ,cycA,dauA,dsdX,eamB,exuT,focA,gabP,gadC,glnP,gltK,gltS,gntU,kdgT,leuE,livF,livG,livH,livM,lysO,lysP,metN,nanC,panF,potE,proP,proV,proY,putP,rhtB,satP,shiA,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,ybaT,yddG,ydgI,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","gabP,gltK,gntU,livG,livH,potE,proV,tcyJ,tdcC,ybaT,yjeM"
"40","GO:0020037",23,6,2.42,"0.02731","heme binding","ccmE,ccmF,cybB,cydB,cyoB,cysI,efeB,fdnI,fdoI,hmp,hyaC,katE,katG,narI,nikA,nirB,nrfA,nrfB,sdhC,sdhD,torC,torY,yfeX","fdnI,narI,nikA,nirB,nrfA,nrfB"
"41","GO:0008519",12,6,1.26,"0.02813","ammonium transmembrane transporter activity","amtB,betT,caiT,mdtI,mdtJ,potE,potF,potG,potH,potI,proP,yehX","caiT,mdtI,mdtJ,potE,potF,potG"
"42","GO:0016877",7,3,0.74,"0.02904","ligase activity, forming carbon-sulfur bonds","aas,acs,citC,fadK,fdrA,menE,sucC","acs,citC,fdrA"
"43","GO:0016878",7,3,0.74,"0.02904","acid-thiol ligase activity","aas,acs,citC,fadK,fdrA,menE,sucC","acs,citC,fdrA"
"44","GO:0015205",7,3,0.74,"0.02904","nucleobase transmembrane transporter activity","codB,rutG,uacT,uraA,xanP,xanQ,ybbW","uacT,uraA,ybbW"
"45","GO:0016840",7,3,0.74,"0.02904","carbon-nitrogen lyase activity","allA,argH,aspA,ilvA,purB,tdcB,ygeX","allA,aspA,tdcB"
"46","GO:0016408",3,2,0.32,"0.03066","C-acyltransferase activity","fadA,grcA,leuA","grcA,leuA"
"47","GO:0009013",3,2,0.32,"0.03066","succinate-semialdehyde dehydrogenase [NAD(P)+] activity","aldA,gabD,sad","aldA,gabD"
"48","GO:0004777",3,2,0.32,"0.03066","succinate-semialdehyde dehydrogenase (NAD+) activity","aldA,gabD,sad","aldA,gabD"
"49","GO:0008324",88,17,9.24,"0.04274","cation transmembrane transporter activity","adiC,ampG,amtB,argO,atpA,atpB,atpC,atpD,atpF,atpG,atpH,betT,brnQ,caiT,chaA,clcA,codB,copA,corA,cusA,cusB,cycA,cyoA,cyoB,cyoC,cyoD,cysZ,dsdX,dtpA,dtpB,eamB,feoB,fieF,fucP,gltS,gntU,kdgT,kdpA,kdpB,kdpC,kefC,kgtP,kup,leuE,livF,lysO,mdfA,mdtI,mdtJ,metN,mgtA,mntH,mntP,nhaA,nhaB,nikB,nikC,nupC,potE,potF,potG,potH,potI,proP,putP,rcnA,satP,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,tehA,trkA,trkH,uacT,uraA,yaaU,ybbW,yddG,yehX,ygaH,ygaZ,yjeH,yrbG,zntA,zupT","caiT,dtpA,feoB,gntU,kgtP,mdtI,mdtJ,mntP,nikB,potE,potF,potG,tcyJ,tdcC,uacT,uraA,ybbW"
"50","GO:0015417",8,3,0.84,"0.04292","polyamine-transporting ATPase activity","potA,potB,potC,potD,potF,potG,potH,potI","potB,potF,potG"
"51","GO:0051539",46,9,4.83,"0.04550","4 iron, 4 sulfur cluster binding","acnA,acnB,bioB,cbrA,cysI,dinG,dmsB,epmB,erpA,fadH,fdhF,fdnH,fnr,frdB,hemN,hyaA,hycB,hycF,hypD,ilvD,iscA,iscU,ispG,lipA,miaB,nadA,napA,nfuA,nrdG,nrfC,nth,nuoB,nuoF,nuoG,nuoI,pflA,phnJ,rimO,rlmD,rlmN,sdhB,sufA,sufB,thiH,ttcA,yggW","dmsB,fdhF,fdnH,frdB,hycB,hypD,ilvD,napA,nrfC"
"52","GO:0016407",26,6,2.73,"0.04776","acetyltransferase activity","aceF,argA,cheY,cysE,eutD,glmU,grcA,leuA,maa,mnaT,nhoA,pflD,phnO,pta,rffC,rimJ,rimL,speG,tmcA,wecH,ybiW,yhcC,yhhY,yiaC,yjaB,ypeA","grcA,leuA,mnaT,pta,ybiW,yhcC"
"53","GO:0046906",26,6,2.73,"0.04776","tetrapyrrole binding","ccmE,ccmF,cybB,cydB,cyoB,cysI,efeB,eutC,fdnI,fdoI,hemF,hmp,hyaC,katE,katG,metH,narI,nikA,nirB,nrfA,nrfB,sdhC,sdhD,torC,torY,yfeX","fdnI,narI,nikA,nirB,nrfA,nrfB"
