,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Genome,Gene_ID,Name,Description
77621_yejA,1095.4276373925272,-0.7565862781281342,0.29419138905027115,-0.0,1.0,1.0,K-12,b2177,yejA,putative oligopeptide ABC transporter periplasmic binding protein
77282_manZ,10607.340976341182,0.6974553930026661,0.6070737653311896,0.0,1.0,1.0,K-12,b1819,manZ,mannose-specific PTS enzyme IID component
76648_ycgR,577.8942310336545,2.2356279469588385,1.1919937026440397,1.0366061030507214,0.2999194678456808,1.0,K-12,b1194,ycgR,flagellar brake protein YcgR
79597_rraB,12948.093936883364,0.54976614329608,0.5758023741966671,0.0,1.0,1.0,K-12,b4255,rraB,ribonuclease E inhibitor protein B
77266_rnd,2403.175495672896,0.4576190275902608,0.28731309140763694,0.0,1.0,1.0,K-12,b1804,rnd,RNase D
79279_yiiR,621.3421230159679,-0.03105967734545506,0.3312335910742594,-0.0,1.0,1.0,K-12,b3921,yiiR,DUF805 domain-containing protein YiiR
78668_trkA,1957.2588902044504,0.5506533483384354,0.29714611455051343,0.0,1.0,1.0,K-12,b3290,trkA,NAD-binding component of Trk potassium transporters
76172_ybgI,4037.7470846395363,-0.3152205504759076,0.2924897179206278,-0.0,1.0,1.0,K-12,b0710,ybgI,radiation resistance protein YbgI
3424_Hypothetical_protein,60.17057227882355,5.288508053018433,0.7532959982699342,5.692991948540394,1.2483227579560724e-08,5.298801601534591e-07,CFT073,c3506,,Hypothetical protein
75888_tsx,6210.166905046288,1.9945481259435476,0.5447114936239508,1.8258254830035725,0.06787655351107179,0.4749886369343115,K-12,b0411,tsx,nucleoside-specific channel-forming protein Tsx
77309_ptrB,1279.5856849480888,-0.8777648978919282,0.4782723719885082,-0.0,1.0,1.0,K-12,b1845,ptrB,oligopeptidase B
79507_mscM,1799.018096177323,0.4017988271923503,0.4832770941135917,0.0,1.0,1.0,K-12,b4159,mscM,miniconductance mechanosensitive channel MscM
79645_nanC,375.0110871069322,-1.5090828082128782,0.7113473660476595,-0.7156599328418263,0.474201356887159,1.0,K-12,b4311,nanC,N-acetylneuraminic acid outer membrane channel
76524_flgM,1334.9438537876981,1.6574774351588977,0.8102656814471344,0.8114343853051299,0.4171162593070187,1.0,K-12,b1071,flgM,anti-sigma factor for FliA (sigma(28))
76316_rlmC,1349.9327404079045,0.5322515781738182,0.3057409783960913,0.0,1.0,1.0,K-12,b0859,rlmC,23S rRNA m(5)U747 methyltransferase
11107_dsdA_1,145.14829074032798,0.23883512571214546,0.8133492586897274,0.0,1.0,1.0,,,,
77734_hxpA,1544.1243999065725,-0.3535045277867497,0.3040919079383277,-0.0,1.0,1.0,K-12,b2293,hxpA,hexitol phosphatase A
77692_ais,144.55875018191185,2.4472711136188816,0.6744342036586726,2.1459040863700585,0.03188063172579784,0.25711729486855955,K-12,b2252,ais,putative lipopolysaccharide core heptose(II)-phosphate phosphatase
79293_priA,1306.1961422996733,0.9679341159084198,0.3747437484235454,0.0,1.0,1.0,K-12,b3935,priA,primosome factor N'
78352_yqgF,628.0479871565693,-0.700059803607799,0.26504640451600714,-0.0,1.0,1.0,K-12,b2949,yqgF,ribonuclease H-like domain containing nuclease
76426_yccA,2257.7480884696383,0.1741202547291541,0.6473750461395832,0.0,1.0,1.0,K-12,b0970,yccA,modulator of FtsH protease
79053_yidH,257.5601295171944,-0.3574793769763004,0.39486852249533616,-0.0,1.0,1.0,K-12,b3676,yidH,conserved inner membrane protein YidH
75566_leuD,5864.510583198311,-6.8864777926719425,0.9537001843432416,-6.172251918694572,6.732411500687842e-10,3.3935561720654655e-08,K-12,b0071,leuD,3-isopropylmalate dehydratase subunit LeuD
78882_yhiD,3801.734538502083,-3.4565261446617037,1.1377721855398604,-2.1590667937589894,0.03084498537673677,0.250644641877463,K-12,b3508,yhiD,inner membrane protein YhiD
76117_ybeL,4843.99240590938,-1.2262316389818753,0.7651243832996093,-0.2956795573632724,0.7674748103619373,1.0,K-12,b0643,ybeL,DUF1451 domain-containing protein YbeL
76314_potI,651.0480878620235,-2.650850463379021,0.6851221967259106,-2.409570834616324,0.01597129537055901,0.14432324612163408,K-12,b0857,potI,putrescine ABC transporter membrane subunit PotI
79354_purD,2235.938309481149,-0.2973869624627569,0.7448113106428209,-0.0,1.0,1.0,K-12,b4005,purD,phosphoribosylamine--glycine ligase
79247_yiiD,1297.8585142287336,-0.199548788451404,0.34220974630292256,-0.0,1.0,1.0,K-12,b3888,yiiD,putative acetyltransferase YiiD
77533_yegS,1849.1645093960876,-0.5344856587469033,0.7326175912583165,-0.0,1.0,1.0,K-12,b2086,yegS,lipid kinase
77959_iscX,1546.8167985788916,1.2163732182157092,0.5359539988134716,0.40371602543264856,0.686421553803185,1.0,K-12,b2524,iscX,accessory iron-sulfur cluster assembly protein IscX
78996_waaF,2368.191623224908,0.7269058922513437,0.3258603162458668,0.0,1.0,1.0,K-12,b3620,waaF,ADP-heptose--LPS heptosyltransferase 2
76698_oppB,1769.178632579211,1.5209592730883188,0.54520615210126,0.9555271360759741,0.3393111892628238,1.0,K-12,b1244,oppB,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppB
78942_xylG,8549.466723718066,-7.723244714336563,0.7126768579093681,-9.433791261384783,3.9552815010159215e-21,9.114098658769544e-19,K-12,b3567,xylG,xylose ABC transporter ATP binding subunit
78080_lhgO,2160.681972354103,-1.9967859489348907,0.8650771101871972,-1.1522509810936885,,,K-12,b2660,lhgO,L-2-hydroxyglutarate oxidase
78748_cysG,883.8283817527338,0.7009969261069272,0.3313105669521477,0.0,1.0,1.0,K-12,b3368,cysG,siroheme synthase
77696_arnD,974.2520798213134,0.22994750057868715,0.495280714536858,0.0,1.0,1.0,K-12,b2256,arnD,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
79562_ytfK,565.9558818916954,0.7401271108137649,0.9970898534043726,0.0,1.0,1.0,K-12,b4217,ytfK,DUF1107 domain-containing protein YtfK
77657_ompC,128132.94690065492,0.09852388166256287,0.5788779136721661,0.0,1.0,1.0,K-12,b2215,ompC,outer membrane porin C
78474_ebgC,130.69736325527538,0.1390520424069265,0.5088428739187192,0.0,1.0,1.0,K-12,b3077,ebgC,DUF386 domain-containing evolved beta-D-galactosidase subunit beta
76898_ydcR,1175.892224050934,-0.4589310339207369,0.5816570210361143,-0.0,1.0,1.0,K-12,b1439,ydcR,fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR
79442_phnM,33.53477007403174,-0.5279633775920098,0.5184396787961908,-0.0,1.0,1.0,K-12,b4095,phnM,RPnTP hydrolase
77285_rlmA,664.5908632177618,0.3726363373204539,0.4286499156501596,0.0,1.0,1.0,K-12,b1822,rlmA,23S rRNA m(1)G745 methyltransferase
78761_yhfY,121.99835027448479,-0.3051753552039512,0.5076622878925167,-0.0,1.0,1.0,K-12,b3382,yhfY,conserved protein YhfY
79539_ulaA,1075.6332334086273,0.534969937134632,0.5820902996911204,0.0,1.0,1.0,K-12,b4193,ulaA,L-ascorbate specific PTS enzyme IIC component
77658_rcsD,10021.88631964938,-0.2930036814074575,0.19447663134425774,-0.0,1.0,1.0,K-12,b2216,rcsD,RcsD phosphotransferase
78107_yqaA,3907.160511123027,0.04528955090494221,0.2382927956110623,0.0,1.0,1.0,K-12,b2689,yqaA,DedA family protein YqaA
77632_yejM,3240.0008961623885,-0.3491212606525837,0.3048882682375988,-0.0,1.0,1.0,K-12,b2188,yejM,putative cardiolipin transport protein
77125_ribC,4317.532137046194,0.0368397984928517,0.2578517738006197,0.0,1.0,1.0,K-12,b1662,ribC,riboflavin synthase
79286_zapB,10244.899979696942,0.8438031387315382,0.4701712381625634,0.0,1.0,1.0,K-12,b3928,zapB,cell division factor ZapB
78214_fucP,329.6259143610088,-3.4434170313687966,0.693618457955395,-3.5227105094223528,0.0004271576617102697,0.006657056119214155,K-12,b2801,fucP,L-fucose:H(+) symporter
76666_prmC,880.266227525172,-0.10583456085589778,0.5281782152345943,-0.0,1.0,1.0,K-12,b1212,prmC,protein-(glutamine-N(5)) methyltransferase
4387_Hypothetical_protein..,37.38191082928322,0.8449590437355036,0.5193350547073865,0.0,1.0,1.0,CFT073,c4482,,Hypothetical protein yajF
76418_helD,2524.249193627483,0.009703803543822522,0.3100382567986409,0.0,1.0,1.0,K-12,b0962,helD,DNA helicase IV
77456_dacD,343.22926814315514,-1.0070211550040769,0.6514521380612333,-0.01077769891886842,0.9914008069106252,1.0,K-12,b2010,dacD,D-alanyl-D-alanine carboxypeptidase DacD
78221_gcvA,850.2073088764121,-0.1694728765041055,0.29710480931718897,-0.0,1.0,1.0,K-12,b2808,gcvA,DNA-binding transcriptional dual regulator GcvA
79527_yjfI,125.1159531053842,0.6490134482757454,0.3615408337435555,0.0,1.0,1.0,K-12,b4181,yjfI,conserved protein YjfI
78956_sgbH,29.37023738720809,0.25622489097078666,0.43775257413492025,0.0,1.0,1.0,K-12,b3581,sgbH,3-keto-L-gulonate-6-phosphate decarboxylase SgbH
77167_ydiU,2822.550218190987,-1.8364414893593224,0.2816444692633007,-2.9698488010334736,0.002979463552352467,0.035337314043709774,K-12,b1706,ydiU,UPF0061 family protein YdiU
77850_crr,30434.978506472973,-0.08731506180921081,0.328038834474671,-0.0,1.0,1.0,K-12,b2417,crr,Enzyme IIA(Glc)
76128_gltJ,565.145249303131,-2.5666717299323527,0.5385615815949987,-2.9089927381981338,0.003625952822182533,0.04162748684825927,K-12,b0654,gltJ,glutamate/aspartate ABC transporter membrane subunit GltJ
78364_mutY,2350.971455191986,1.0221033093763814,0.3594552692493996,0.06149112634386096,0.9509680811862684,1.0,K-12,b2961,mutY,adenine DNA glycosylase
79390_yjbJ,769.4503141988083,-0.2271248523508489,0.9120601222201742,-0.0,1.0,1.0,K-12,b4045,yjbJ,putative stress response protein
79315_argC,1313.5305912542892,-1.956794287563439,0.8120249852214618,-1.1782818324272306,0.2386842681036201,1.0,K-12,b3958,argC,N-acetylglutamylphosphate reductase
75948_ybaB,9569.59324037844,0.7775077248065771,0.38517036060958604,0.0,1.0,1.0,K-12,b0471,ybaB,putative nucleoid-associated protein YbaB
77268_yeaY,2103.6224931446945,-0.4780582053692168,0.29807566955657017,-0.0,1.0,1.0,K-12,b1806,yeaY,Slp family lipoprotein YeaY
78811_yhgN,490.88936396803985,0.2894277676133898,0.27488551319373483,0.0,1.0,1.0,K-12,b3434,yhgN,putative inner membrane protein
76934_yddM,130.15740424216258,-0.4295078426277406,0.6774025018924364,-0.0,1.0,1.0,K-12,b1477,yddM,putative DNA-binding transcriptional regulator YddM
76307_ybjC,1876.387889372871,0.39467442499793537,0.5943864422295896,0.0,1.0,1.0,K-12,b0850,ybjC,DUF1418 domain-containing protein YbjC
78760_yhfX,46.51465126271779,-0.3025237861271876,0.5780817270236047,-0.0,1.0,1.0,K-12,b3381,yhfX,putative PLP-binding protein YhfX
78409_dkgA,2328.535683482138,-1.7797081052741144,0.8465960050431085,-0.9209919496778298,0.3570546300457155,1.0,K-12,b3012,dkgA,methylglyoxal reductase DkgA
75645_fhuC,2137.29434837312,-1.620419418491674,0.4323394994054866,-1.4350283037863012,0.15127903229358258,0.8971069084174584,K-12,b0151,fhuC,iron(III) hydroxamate ABC transporter ATP binding subunit
76837_uspF,5043.268403902069,0.6177167086075183,0.8096857601291193,0.0,1.0,1.0,K-12,b1376,uspF,nucleotide binding filament protein
79557_ytfH,178.64892437187078,-0.41202665426883933,0.3351670195492117,-0.0,1.0,1.0,K-12,b4212,ytfH,putative transcriptional regulator YtfH
79340_thiS,23.935112204297887,-0.2989462266191767,0.5079838440174086,-0.0,1.0,1.0,K-12,b4407,thiS,sulfur carrier protein ThiS
76070_entB,4594.7268749555715,-3.7108392410541375,0.4989274783370713,-5.433333217263127,5.531098088676236e-08,1.9041890614593647e-06,K-12,b0595,entB,enterobactin synthase component B
77313_purT,1015.97481127062,-0.6879568010796281,0.8911189982462661,-0.0,1.0,1.0,K-12,b1849,purT,phosphoribosylglycinamide formyltransferase 2
76899_ydcS,843.9997681712795,-1.2244471542174018,0.9771605695471935,-0.2296932164602265,0.8183301664722258,1.0,K-12,b1440,ydcS,putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase
78628_yhcO,1504.5615031262164,-1.7137178527243502,0.848021974697742,-0.8416266016912337,0.3999969942693624,1.0,K-12,b3239,yhcO,putative barnase inhibitor
79158_rffH,1234.0609022475717,0.896928489034255,0.2622014777692905,0.0,1.0,1.0,K-12,b3789,rffH,dTDP-glucose pyrophosphorylase 2
76276_ldtB,3182.143674886866,0.4269264674086695,0.2218656833487547,0.0,1.0,1.0,K-12,b0819,ldtB,"L,D-transpeptidase YbiS"
79443_phnL,17.074304786927883,-0.2308209112682223,0.7003276840499144,-0.0,1.0,1.0,K-12,b4096,phnL,methylphosphonate degradation complex subunit PhnL
77842_yfeH,1069.2598187994881,0.5460086210971969,0.348886925559791,0.0,1.0,1.0,K-12,b2410,yfeH,putative solute:Na(+) symporter
77885_eutH,110.74900716364428,-0.20106521564387508,0.6091281810879339,-0.0,1.0,1.0,K-12,b2452,eutH,putative inner membrane protein
79191_pldB,1737.9668968179074,0.02588680826222041,0.2527080755209702,0.0,1.0,1.0,K-12,b3825,pldB,lysophospholipase L2
77754_cvpA,1543.0393228804658,0.5891609274799697,0.5297368268778719,0.0,1.0,1.0,K-12,b2313,cvpA,colicin V production protein
76699_oppC,1320.5010516728146,1.6428830144402262,0.5259055556769545,1.2224305438505902,0.22154485461295093,1.0,K-12,b1245,oppC,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppC
78016_eamB,79.54753472207092,-1.0780181226850083,0.52996625191382,-0.14721337897133754,0.8829636007600513,1.0,K-12,b2578,eamB,cysteine/O-acetylserine exporter EamB
77331_aspS,14742.519848635095,0.9139675305560819,0.381817780423956,0.0,1.0,1.0,K-12,b1866,aspS,aspartate--tRNA ligase
78827_ugpE,560.6944908934802,-0.14449645445857778,0.663053834356424,-0.0,1.0,1.0,K-12,b3451,ugpE,sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE
79490_yjeI,2659.400198981204,0.06764514298307572,0.397948933876132,0.0,1.0,1.0,K-12,b4144,yjeI,DUF4156 domain-containing lipoprotein YjeI
77532_yegR,37.645722467853076,-0.9042963964230628,0.7207517112266079,-0.0,1.0,1.0,K-12,b2085,yegR,uncharacterized protein YegR
77634_narP,881.6097968753654,1.7118953894091604,0.5069804725868301,1.4041870010826398,0.16026317164011605,0.9342776736046928,K-12,b2193,narP,DNA-binding transcriptional dual regulator NarP
77587_sanA,597.1061504059203,-0.0038019227043204827,0.33503235018746685,-0.0,1.0,1.0,K-12,b2144,sanA,DUF218 domain-containing protein SanA
76086_rnk,527.8617809599467,0.9208900608674796,0.3724866518036386,0.0,1.0,1.0,K-12,b0610,rnk,nucleoside diphosphate kinase regulator
79109_glmU,6454.719191315025,1.5216054938303265,0.4126521469396467,1.2640319399734392,0.2062185630996552,1.0,K-12,b3730,glmU,fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase
77700_pmrD,840.3004953099103,-0.1739624765165715,0.4454945721242297,-0.0,1.0,1.0,K-12,b2259,pmrD,signal transduction protein PmrD
78340_speB,3585.559493264961,2.3201961024210904,0.4489759242420808,2.940460793414975,0.003277244732493485,0.03858537046359118,K-12,b2937,speB,agmatinase
79427_mdtO,60.146757099948175,-0.2623574339186097,0.5028989698236124,-0.0,1.0,1.0,K-12,b4081,mdtO,putative multidrug efflux pump subunit MdtO
76989_eamA,797.3838967110562,-1.4151048735940674,0.5470808741024854,-0.7587632711069795,0.4479941804894793,1.0,K-12,b1533,eamA,cysteine/O-acetylserine exporter EamA
76405_uup,6073.776087881717,1.3613663198243593,0.3507025837961003,1.030406779194016,0.3028190922280235,1.0,K-12,b0949,uup,ATP-binding protein with possible role in replication
75643_mrcB,5775.67644409938,0.9436777649147672,0.2665191583633343,0.0,1.0,1.0,K-12,b0149,mrcB,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcB
79311_yijO,369.3612950471559,0.13351708491144088,0.32616450941837183,0.0,1.0,1.0,K-12,b3954,yijO,putative DNA-binding transcriptional regulator YijO
78853_nikB,81.63990664241261,1.930313034247218,0.6631927449164745,1.4027792694933443,0.16068267064671865,0.9342776736046928,K-12,b3477,nikB,Ni(2(+)) ABC transporter membrane subunit NikB
78315_zapA,8429.711331800612,-1.038748216947802,0.3866639797801516,-0.10021160225432252,0.9201763351167482,1.0,K-12,b2910,zapA,cell division protein ZapA
76930_yddG,225.03006478440082,-0.16589144251380364,0.6884150745924016,-0.0,1.0,1.0,K-12,b1473,yddG,aromatic amino acid exporter
75682_tilS,721.7834378182151,0.2964512954905647,0.6292774264998798,0.0,1.0,1.0,K-12,b0188,tilS,tRNA(Ile)-lysidine synthetase
78150_ygbK,4427.064323445111,-4.513023887404068,1.241514963877386,-2.8296266977181768,,,K-12,b2737,ygbK,putative 3-oxo-tetronate kinase YgbK
76497_csgC,58.81795960027167,0.7552094130706758,0.5571672360721273,0.0,1.0,1.0,K-12,b1043,csgC,inhibitor of CsgA amyloid formation
77081_malI,575.4442064405715,-0.3580434179558183,0.4792520848569137,-0.0,1.0,1.0,K-12,b1620,malI,DNA-binding transcriptional repressor MalI
77594_galS,443.0860943503317,-1.6320878100370448,0.6999849917682357,-0.9030019464279148,0.3665248619031308,1.0,K-12,b2151,galS,DNA-binding transcriptional dual regulator GalS
77753_purF,3558.9557578943895,0.6614264096153052,0.6158889126071884,0.0,1.0,1.0,K-12,b2312,purF,amidophosphoribosyltransferase
79136_maoP,1784.3744196776481,2.0933236627729093,0.5849896375758029,1.868962444024893,0.06162803959399686,0.4359913502856006,K-12,b3764,maoP,macrodomain Ori protein
78207_queF,3013.6701915954777,0.9402391212935948,0.3330238853197679,0.0,1.0,1.0,K-12,b2794,queF,7-cyano-7-deazaguanine reductase
75859_ddlA,9050.125566599376,1.3559609537430328,0.6022465642744406,0.5910551838047902,0.5544834467200587,1.0,K-12,b0381,ddlA,D-alanine--D-alanine ligase A
78565_secG,10070.018122178337,0.8427826131843238,0.3929179177022676,0.0,1.0,1.0,K-12,b3175,secG,Sec translocon subunit SecG
4670_Hypothetical_protein,43.0344542414244,-0.16148929129805215,0.3627122524113177,-0.0,1.0,1.0,CFT073,c4768,,Hypothetical protein
78785_greB,930.9270270087101,0.560835332602152,0.3672442668186096,0.0,1.0,1.0,K-12,b3406,greB,transcription elongation factor GreB
75722_gpt,3918.881612748266,3.1331727905504683,0.33100236187250265,6.4445848013982925,1.1591730741079405e-10,6.677664887628956e-09,K-12,b0238,gpt,xanthine-guanine phsophoribosyltransferase
76906_ydcY,7959.506715486379,0.17301414306316729,0.4902230105130118,0.0,1.0,1.0,K-12,b1446,ydcY,DUF2526 domain-containing protein YdcY
75641_thpR,500.39075121444716,0.3761218011129053,0.5255548343150837,0.0,1.0,1.0,K-12,b0147,thpR,"RNA 2',3'-cyclic phosphodiesterase"
78845_zntA,1730.8746085574362,-0.09322115552749398,0.5980238537752245,-0.0,1.0,1.0,K-12,b3469,zntA,Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase
78329_fbaA,31611.32908087248,0.9395923093510123,0.3673576585527523,0.0,1.0,1.0,K-12,b2925,fbaA,fructose-bisphosphate aldolase class II
77770_aroC,2630.706181485596,0.2282529066627336,0.5585686857252032,0.0,1.0,1.0,K-12,b2329,aroC,chorismate synthase
79162_rffT,543.2502080424326,0.5863561171996514,0.6626786500980643,0.0,1.0,1.0,K-12,b4481,rffT,"4-acetamido-4,6-dideoxy-D-galactose transferase"
77339_cutC,2084.841199982937,-0.7146259721757395,0.4689167458724254,-0.0,1.0,1.0,K-12,b1874,cutC,protein CutC
76637_umuC,457.4578986720588,-0.9088081847043596,0.4459563679676237,-0.0,1.0,1.0,K-12,b1184,umuC,DNA polymerase V catalytic protein
77654_alkB,121.22295371462538,-1.196727035615777,0.7030934133787828,-0.2798021313702637,0.7796293163955723,1.0,K-12,b2212,alkB,DNA oxidative demethylase
78101_ygaH,1098.2300392848804,-0.8156291891644487,0.4828455955938674,-0.0,1.0,1.0,K-12,b2683,ygaH,L-valine exporter subunit YgaH
79415_acs,6385.669340011775,-1.6794513620317921,0.7917500060572531,-0.8581640124201771,0.3908019047105161,1.0,K-12,b4069,acs,acetyl-CoA synthetase (AMP-forming)
79246_dtd,1196.339357159707,-0.2568111356339756,0.4385715791594032,-0.0,1.0,1.0,K-12,b3887,dtd,D-aminoacyl-tRNA deacylase
4975_yddR,376.0625309251063,0.2619541351933371,0.5209355929807585,0.0,1.0,1.0,CFT073,c5080,yddR,Hypothetical ABC transporter permease protein yddR
79140_ilvM,3825.278874235472,-4.242227708589781,0.5962155595175811,-5.438012572521896,5.3878173575352265e-08,1.8904323559879848e-06,K-12,b3769,ilvM,acetolactate synthase II subunit IlvM
76315_ybjO,500.62988147778117,-0.5829848433171518,0.3487500078036146,-0.0,1.0,1.0,K-12,b0858,ybjO,putative inner membrane protein
77528_baeR,1627.659578468239,-0.4421051442221571,0.27245264335412955,-0.0,1.0,1.0,K-12,b2079,baeR,DNA-binding transcriptional activator BaeR
